"result_time";"node_id";"parent_id";"rctp_psetsize";"rctp_parent";"rctp_retxs";"options";"thl";"etx";"origin_seqnum";"packet_type";"stats_petx";"stats_letx";"stats_raw_frssi";"stats_raw_brssi";"health_generated";"health_forwarded";"health_retransmissions";"health_dropped";"routingtableactive";"neighbor_id_0";"neighbor_petx_0";"neighbor_parent_0";"neighbor_id_1";"neighbor_petx_1";"neighbor_parent_1";"neighbor_id_2";"neighbor_petx_2";"neighbor_parent_2";"neighbor_id_3";"neighbor_petx_3";"neighbor_parent_3";"neighbor_id_4";"neighbor_petx_4";"neighbor_parent_4";"pkt_length";"parentparent"
"2016-08-18 21:00:01.384";20841;11501;2;22731;2;0;5;10;140;221;50;10;0;221;3213;108;580;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-18 21:02:10.017";23031;22731;3;22731;0;0;5;10;61;221;50;10;224;224;4926;9541;1565;4;20;23341;10;10501;11501;10;40031;23131;10;22631;20151;11;22631;0;0;0;55;40031
"2016-08-18 21:31:30.057";21341;22731;5;10101;1;0;5;10;187;221;50;10;225;229;3004;196;351;0;14;22731;10;40031;23341;11;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-18 21:35:26.393";20841;22731;2;22731;0;0;5;10;145;221;50;10;215;222;3218;108;582;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-18 21:37:06.948";21141;11501;1;11501;0;0;5;10;118;221;51;11;0;215;2935;1;2269;45;14;48895;30;22631;20941;10;11501;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-18 21:43:10.541";23131;11501;4;22631;1;0;5;10;62;221;50;10;7;239;5951;21302;3530;2;20;22731;10;40031;23341;10;10501;11501;10;40031;23031;10;40031;0;0;0;55;40031
"2016-08-18 21:56:07.672";22731;11301;2;40031;0;0;4;10;230;221;40;10;3;226;5351;8349;1658;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-18 22:04:31.917";22831;20541;5;20141;0;0;5;10;12;221;50;10;231;231;1293;830;203;0;20;22731;10;40031;20541;10;11301;11501;10;40031;23341;10;40031;0;0;0;55;40031
"2016-08-18 22:06:17.065";22631;40031;1;40031;0;0;4;10;115;221;40;10;221;224;5236;10487;1789;3;20;22731;10;40031;20541;10;11301;20141;10;40031;11501;10;40031;0;0;0;55;11101
"2016-08-18 22:11:01.716";20841;22731;2;22731;1;0;5;10;151;221;50;10;216;223;3224;108;583;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-18 22:26:37.117";21341;22631;5;10101;1;0;5;10;195;221;50;10;218;219;3012;196;353;0;14;22731;10;40031;23341;11;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-18 22:46:31.128";20841;22731;2;11501;1;0;5;10;157;221;51;11;215;223;3230;108;590;0;14;22731;11;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-18 23:00:23.588";21141;11501;1;11501;1;0;5;10;129;221;51;11;0;216;2946;1;2281;45;14;48895;30;22631;20941;10;11501;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-18 23:21:37.616";21341;20141;5;10101;0;0;5;10;202;221;50;10;217;214;3019;196;357;0;14;22731;10;40031;23341;11;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-18 23:22:01.028";20841;11501;2;11501;1;0;5;10;162;221;50;10;1;222;3235;108;593;0;14;22731;11;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-18 23:24:43.972";23131;11501;4;22631;0;0;5;10;72;221;50;10;7;239;5961;21305;3536;2;20;22731;10;40031;23341;10;10501;11501;10;40031;23031;10;40031;0;0;0;55;40031
"2016-08-18 23:26:48.448";22731;11301;2;40031;0;0;4;10;237;221;40;10;3;227;5358;8384;1665;1;20;11301;10;11101;22631;10;40031;20141;10;40031;10401;10;40031;0;0;0;55;11101
"2016-08-18 23:57:29.121";20841;11501;2;11501;0;0;5;10;168;221;50;10;1;222;3241;108;593;0;14;22731;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 00:16:42.841";21341;20141;5;10101;0;0;5;10;212;221;50;10;217;216;3029;196;357;0;14;22731;10;40031;23341;10;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 00:22:51.488";22831;20141;5;20141;0;0;5;10;24;221;50;10;227;222;1305;830;206;0;20;22731;10;40031;20541;10;11301;11501;10;40031;23341;10;40031;0;0;0;55;40031
"2016-08-19 00:23:36.737";21141;11501;1;11501;0;0;5;10;141;221;51;11;0;216;2958;1;2289;45;14;48895;30;22631;20941;10;11501;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-19 00:32:59.108";20841;11501;2;11501;0;0;5;10;172;221;50;10;0;221;3245;108;593;0;14;22731;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 00:56:04.536";23031;22731;3;22731;0;0;5;10;81;221;50;10;224;225;4946;9547;1569;4;20;23341;10;10501;11501;10;40031;23131;10;22631;20151;11;22631;0;0;0;55;40031
"2016-08-19 00:57:30.329";22731;40031;2;40031;0;0;4;10;246;221;40;10;225;225;5367;8414;1674;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 01:06:21.641";23131;22731;4;22631;0;0;5;10;82;221;50;10;231;230;5971;21308;3539;2;20;22731;10;40031;23341;10;10501;11501;10;40031;23031;10;40031;0;0;0;55;40031
"2016-08-19 01:08:30.409";20841;22731;2;22731;0;0;5;10;179;221;50;10;215;222;3252;108;599;0;14;11501;11;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 01:11:47.404";21341;23341;5;10101;0;0;5;10;219;221;50;10;210;216;3036;196;357;0;14;22731;10;40031;23341;10;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 01:44:00.944";20841;11501;2;22731;0;0;5;10;184;221;51;11;0;222;3257;108;600;0;14;11501;11;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 01:47:07.581";21141;11501;1;11501;1;0;5;10;153;221;52;12;0;216;2970;1;2305;45;14;48895;30;22631;20941;10;11501;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-19 01:49:11.44";22631;40031;1;40031;0;0;4;10;134;221;40;10;220;223;5255;10526;1796;3;20;22731;10;40031;20541;10;11301;20141;10;40031;11501;10;40031;0;0;0;55;11101
"2016-08-19 02:06:51.429";21341;22631;5;10101;0;0;5;10;227;221;50;10;217;217;3044;196;357;0;14;22731;10;40031;23341;10;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 02:19:33.868";20841;22731;2;22731;0;0;5;10;189;221;50;10;216;223;3262;108;600;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 02:28:11.924";22731;11301;2;40031;0;0;4;10;253;221;40;10;4;226;5374;8440;1682;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 02:47:58.408";23131;23341;4;22631;0;0;5;10;92;221;50;10;232;233;5981;21310;3542;2;20;22731;10;40031;23341;10;10501;11501;10;40031;23031;10;40031;0;0;0;55;40031
"2016-08-19 02:55:01.209";20841;22731;2;22731;0;0;5;10;195;221;50;10;215;223;3268;108;601;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 03:01:56.182";21341;23341;5;10101;0;0;5;10;234;221;50;10;210;217;3051;196;357;0;14;22731;10;40031;23341;10;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 03:10:11.868";21141;11501;1;11501;1;0;5;10;165;221;52;12;0;216;2982;1;2318;45;14;48895;30;22631;20941;10;11501;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-19 03:30:36.224";20841;22731;2;22731;1;0;5;10;201;221;50;10;216;223;3274;108;605;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 03:57:01.476";21341;22731;5;10101;0;0;5;10;244;221;50;10;225;229;3061;196;359;0;14;22731;10;40031;23341;10;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 03:58:54.38";22731;11301;2;40031;0;0;4;10;6;221;40;10;3;227;5383;8467;1687;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 04:06:03.12";20841;11501;2;22731;0;0;5;10;206;221;50;10;0;223;3279;108;606;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 04:29:32.641";23131;11501;5;22631;0;0;5;10;102;221;50;10;8;239;5991;21313;3545;2;20;22731;10;40031;23341;10;10501;11501;10;40031;21731;10;40031;0;0;0;55;40031
"2016-08-19 04:33:26.164";21141;20941;5;20941;0;0;6;10;176;221;60;10;207;214;2993;1;2332;45;14;11501;23;40031;48895;30;22631;21151;65535;20541;22931;11;20541;0;0;0;55;11501
"2016-08-19 04:41:33.665";20841;11501;2;22731;0;0;5;10;212;221;50;10;1;222;3285;108;608;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 04:50:03.537";23031;23341;3;22731;0;0;5;10;101;221;50;10;239;243;4966;9553;1574;4;20;23341;10;10501;11501;10;40031;23131;10;22631;20151;11;22631;0;0;0;55;40031
"2016-08-19 04:52:08.884";21341;23341;5;10101;1;0;5;10;251;221;50;10;209;215;3068;196;361;0;14;22731;10;40031;23341;10;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 04:59:33.516";22831;22731;5;20141;0;0;5;10;49;221;50;10;231;231;1330;831;211;0;20;22731;10;40031;20541;10;11301;11501;10;40031;23341;10;40031;0;0;0;55;40031
"2016-08-19 05:17:04.418";20841;11501;2;22731;0;0;5;10;218;221;50;10;0;223;3291;108;609;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 05:29:36.74";22731;40031;2;40031;0;0;4;10;14;221;40;10;225;225;5391;8500;1694;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 05:32:03.968";22631;40031;1;40031;0;0;4;10;153;221;40;10;221;222;5274;10561;1805;3;20;22731;10;40031;20541;10;11301;20141;10;40031;11501;10;40031;0;0;0;55;11101
"2016-08-19 05:47:15.405";21341;23341;5;10101;2;0;5;10;3;221;50;10;211;217;3076;196;364;0;14;22731;10;40031;23341;10;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 05:52:35.328";20841;11501;2;22731;0;0;5;10;222;221;50;10;1;223;3295;108;613;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 05:56:43.125";21141;11801;5;20711;1;0;6;10;189;221;60;10;1;221;3006;1;2348;45;14;11501;21;40031;48895;30;22631;20941;28;11501;21151;65535;11501;0;0;0;55;10101
"2016-08-19 06:11:08.644";23131;23341;5;22631;0;0;5;10;113;221;50;10;233;235;6002;21317;3549;2;20;22731;10;40031;23341;10;10501;11501;10;40031;21731;10;40031;0;0;0;55;40031
"2016-08-19 06:28:08.64";20841;22731;2;22731;0;0;5;10;229;221;50;10;215;223;3302;108;615;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 06:42:17.804";21341;22631;5;10101;1;0;5;10;11;221;50;10;213;212;3084;196;370;0;14;22731;10;40031;23341;10;10501;22631;10;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 07:00:20.057";22731;11301;2;40031;0;0;4;10;22;221;40;10;4;228;5399;8529;1698;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 07:03:36.928";20841;11501;2;22731;1;0;5;10;234;221;50;10;0;223;3307;108;616;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 07:17:53.48";22831;20541;5;20141;0;0;5;10;61;221;50;10;230;231;1342;836;211;0;20;22731;10;40031;20541;10;11301;11501;10;40031;23341;10;40031;0;0;0;55;40031
"2016-08-19 07:19:57.101";21141;20711;5;20711;0;0;6;10;200;221;60;10;2;223;3017;1;2355;45;14;11501;20;40031;48895;30;22631;20941;28;11501;21151;65535;11501;0;0;0;55;10101
"2016-08-19 07:37:22.336";21341;20141;5;10101;1;0;5;10;20;221;50;10;214;211;3093;196;376;0;14;22731;10;40031;23341;10;10501;22631;14;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 07:39:10.344";20841;11501;2;22731;2;0;5;10;240;221;50;10;1;223;3313;108;619;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 07:52:44.593";23131;21731;5;22631;0;0;5;10;123;221;50;10;217;216;6012;21321;3551;2;20;22731;10;40031;23341;10;10501;11501;10;40031;21731;10;40031;0;0;0;55;40031
"2016-08-19 08:14:36.981";20841;22731;2;22731;0;0;5;10;245;221;50;10;216;222;3318;108;621;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 08:31:00.641";22731;40031;2;40031;0;0;4;10;31;221;40;10;225;225;5408;8557;1701;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 08:32:24.953";21341;22731;5;10101;0;0;5;10;28;221;50;10;225;228;3101;196;379;0;14;22731;10;40031;23341;10;10501;22631;13;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 08:43:35.992";21141;20711;5;20711;0;0;6;10;212;221;60;10;1;222;3029;1;2377;45;14;48895;30;22631;20941;28;11501;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-19 08:44:00.92";23031;22731;3;22731;0;0;5;10;120;221;50;10;229;228;4985;9560;1580;4;20;23341;10;10501;11501;10;40031;23131;10;22631;20151;11;22631;0;0;0;55;40031
"2016-08-19 08:50:06.621";20841;11501;2;22731;0;0;5;10;250;221;50;10;1;223;3323;108;621;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 09:14:58.149";22631;40031;1;40031;0;0;4;10;174;221;40;10;219;221;5295;10590;1812;3;20;22731;10;40031;20541;10;11301;20141;10;40031;11501;10;40031;0;0;0;55;11101
"2016-08-19 09:25:37.661";20841;11501;2;22731;0;0;5;10;0;221;50;10;0;222;3329;108;621;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 09:27:29.809";21341;10101;5;10101;0;0;5;10;35;221;50;10;1;224;3108;196;382;0;14;22731;10;40031;23341;10;10501;22631;13;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 09:34:21.477";23131;23341;5;22631;0;0;5;10;132;221;50;10;233;235;6021;21323;3553;2;20;22731;10;40031;23341;10;10501;11501;10;40031;21731;10;40031;0;0;0;55;40031
"2016-08-19 09:36:14.189";22831;20141;5;20141;0;0;5;10;73;221;50;10;226;222;1354;837;215;0;20;22731;10;40031;22231;10;11301;20541;10;11301;11501;10;11301;0;0;0;55;40031
"2016-08-19 10:01:10.692";20841;11501;2;22731;1;0;5;10;6;221;50;10;1;222;3335;108;624;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 10:01:45.02";22731;40031;2;40031;1;0;4;10;38;221;40;10;223;225;5415;8590;1708;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 10:06:30.493";21141;22831;5;20711;0;0;7;10;223;221;60;10;225;231;3040;1;2385;45;14;11501;30;40031;48895;30;22631;20941;10;10101;21151;65535;10101;0;0;0;55;10101
"2016-08-19 10:22:35.452";21341;23341;5;10101;0;0;5;10;44;221;50;10;210;215;3117;196;384;0;14;22731;10;40031;23341;10;10501;22631;12;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 10:36:39.293";20841;22731;2;22731;0;0;5;10;11;221;50;10;214;221;3340;108;627;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 11:12:09.336";20841;22731;2;22731;0;0;5;10;17;221;50;10;214;221;3346;108;629;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 11:15:58.332";23131;22631;4;22631;0;0;5;10;143;221;50;10;232;230;6032;21326;3561;2;20;22731;10;40031;23341;10;10501;11501;10;40031;23031;10;40031;0;0;0;55;40031
"2016-08-19 11:17:40.52";21341;23341;5;10101;0;0;5;10;51;221;50;10;210;213;3124;196;384;0;14;22731;10;40031;23341;10;10501;22631;12;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 11:29:44.676";21141;11801;5;20711;0;0;6;10;236;221;60;10;1;221;3053;1;2392;45;14;11501;21;40031;48895;30;22631;20941;16;10101;21151;65535;10101;0;0;0;55;10101
"2016-08-19 11:32:25.424";22731;40031;2;40031;0;0;4;10;47;221;40;10;222;223;5424;8616;1715;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 11:47:39.772";20841;22731;2;22731;0;0;5;10;23;221;50;10;214;221;3352;108;633;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 11:54:36.604";22831;20141;5;20141;1;0;5;10;85;221;50;10;225;217;1366;840;217;0;20;22731;10;40031;22231;10;11301;20541;10;11301;11501;10;11301;0;0;0;55;40031
"2016-08-19 12:12:43.757";21341;11501;5;10101;0;0;5;10;60;221;50;10;6;241;3133;196;385;0;14;22731;10;40031;23341;10;10501;22631;12;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 12:23:10.022";20841;22731;2;22731;0;0;5;10;27;221;50;10;215;221;3356;108;635;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 12:37:58.569";23031;22731;3;22731;0;0;5;10;140;221;50;10;225;226;5005;9567;1587;4;20;23341;10;10501;11501;10;40031;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 12:53:01.946";21141;11501;1;11501;0;0;5;10;247;221;57;17;0;215;3064;1;2402;45;14;48895;30;22631;20941;15;10101;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-19 12:57:35.797";23131;23341;4;22631;0;0;5;10;153;221;50;10;233;235;6042;21328;3563;2;20;22731;10;40031;23341;10;10501;11501;10;40031;23031;10;40031;0;0;0;55;40031
"2016-08-19 12:57:52.465";22631;40031;1;40031;0;0;4;10;194;221;40;10;219;223;5315;10624;1822;3;20;22731;10;40031;20541;10;11301;20141;10;40031;11501;10;40031;0;0;0;55;11101
"2016-08-19 12:58:40.964";20841;11501;2;22731;0;0;5;10;34;221;50;10;1;222;3363;108;638;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 13:03:08.005";22731;40031;2;40031;0;0;4;10;54;221;40;10;222;222;5431;8651;1716;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 13:07:49.104";21341;20141;5;10101;0;0;5;10;67;221;50;10;216;215;3140;196;385;0;14;22731;10;40031;23341;10;10501;22631;11;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 13:34:11.12";20841;22731;2;22731;0;0;5;10;39;221;50;10;212;221;3368;108;639;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 14:02:55.472";21341;22731;5;10101;1;0;5;10;76;221;50;10;222;227;3149;196;388;0;14;22731;10;40031;23341;10;10501;22631;11;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 14:09:40.972";20841;11501;2;22731;0;0;5;10;44;221;50;10;1;223;3373;108;639;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 14:12:54.46";22831;11501;5;20141;0;0;5;10;97;221;50;10;6;233;1378;840;219;0;20;22731;10;40031;22231;10;11301;20541;10;11301;11501;10;11301;0;0;0;55;40031
"2016-08-19 14:16:26.117";21141;11501;1;11501;4;0;5;10;3;221;55;15;0;213;3076;1;2420;45;14;48895;30;22631;20941;11;10101;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-19 14:33:50.878";22731;11301;2;40031;0;0;4;10;63;221;40;10;3;224;5440;8679;1717;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 14:39:20.468";23131;22731;4;22631;0;0;5;10;163;221;50;10;229;229;6052;21330;3573;2;20;22731;10;40031;23341;10;10501;11501;10;40031;21731;14;40031;0;0;0;55;40031
"2016-08-19 14:45:13.056";20841;11501;2;22731;0;0;5;10;50;221;50;10;0;222;3379;108;639;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 14:57:58.668";21341;11501;5;10101;0;0;5;10;83;221;50;10;6;239;3156;196;390;0;14;22731;10;40031;23341;10;10501;22631;11;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 15:20:45.532";20841;11501;2;22731;0;0;5;10;56;221;50;10;0;222;3385;108;639;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 15:39:32.084";21141;11501;1;11501;0;0;5;10;15;221;52;12;0;215;3088;1;2442;46;14;48895;30;22631;20941;10;10101;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-19 15:53:05.5";21341;11501;5;10101;0;0;5;10;92;221;50;10;6;240;3165;196;400;0;14;22731;10;40031;23341;14;10501;22631;11;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 15:56:13.497";20841;22731;2;22731;0;0;5;10;61;221;50;10;215;219;3390;108;641;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 16:04:32.512";22731;11301;2;40031;0;0;4;10;71;221;40;10;4;224;5448;8709;1718;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 16:20:47.185";23131;22731;4;22631;0;0;5;10;174;221;50;10;233;232;6063;21334;3576;2;20;22731;10;40031;23341;10;10501;11501;10;40031;21731;17;40031;0;0;0;55;40031
"2016-08-19 16:31:14.472";22831;20141;5;20141;0;0;5;10;111;221;50;10;226;219;1392;840;222;0;20;22731;10;40031;22231;10;11301;20541;10;11301;11501;10;11301;0;0;0;55;40031
"2016-08-19 16:31:45.792";20841;22731;2;22731;0;0;5;15;67;221;50;10;214;222;3396;108;641;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 16:31:57.38";23031;22731;3;22731;0;0;5;15;158;221;50;10;228;229;5023;9575;1589;4;20;23341;10;10501;11501;10;40031;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 16:40:44.125";22631;40031;1;40031;0;0;4;10;213;221;40;10;220;220;5334;10655;1825;3;20;22731;10;40031;20541;10;11301;20141;10;40031;11501;10;40031;0;0;0;55;11101
"2016-08-19 16:48:10.461";21341;20141;5;10101;1;0;5;10;99;221;50;10;213;212;3172;196;402;0;14;22731;10;40031;23341;12;10501;22631;11;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 17:02:47.988";21141;11501;1;11501;0;0;5;10;27;221;51;11;0;214;3100;1;2456;46;14;48895;30;22631;20941;10;10101;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-19 17:07:14.313";20841;22731;2;22731;0;0;5;10;73;221;50;10;216;223;3402;108;644;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 17:35:13.909";22731;40031;2;40031;0;0;4;10;80;221;40;10;221;222;5457;8739;1728;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 17:42:44.961";20841;22731;2;22731;0;0;5;10;77;221;50;10;215;221;3406;108;644;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 17:43:12.981";21341;11501;5;10101;0;0;5;10;108;221;50;10;255;241;3181;196;402;0;14;22731;10;40031;23341;11;10501;22631;11;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 18:02:24.325";23131;60001;5;60001;0;0;6;10;183;221;49;10;3;224;6072;21336;3577;2;20;22631;10;40031;22731;10;40031;23341;10;10501;11501;10;10501;0;0;0;55;11501
"2016-08-19 18:18:16.312";20841;23131;4;22731;0;0;6;10;84;221;59;10;216;224;3413;108;644;0;14;11501;10;40031;62031;10;60001;23131;10;60001;20151;10;60001;0;0;0;55;40031
"2016-08-19 18:26:07.445";21141;11801;3;11501;1;0;6;10;38;221;59;10;1;223;3111;1;2470;46;14;11801;10;60001;48895;30;22631;23131;11;60001;20941;10;60001;0;0;0;55;40031
"2016-08-19 18:38:18.849";21341;10101;5;10101;0;0;5;10;115;221;50;10;1;223;3188;196;402;0;14;22731;10;40031;23341;11;10501;22631;11;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 18:49:37.008";22831;20541;5;20141;0;0;5;10;122;221;50;10;230;228;1403;840;224;0;20;22731;10;40031;22231;10;11301;20541;10;11301;11501;10;11301;0;0;0;55;40031
"2016-08-19 18:53:48.549";20841;22731;2;22731;0;0;5;10;88;221;50;10;215;221;3417;108;646;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 19:05:56.749";22731;40031;2;40031;0;0;4;10;88;221;40;10;222;223;5465;8767;1733;1;20;11301;10;11101;22631;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 19:29:18.557";20841;22731;2;22731;1;0;5;10;94;221;50;10;215;222;3423;108;649;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 19:33:29.573";21341;20141;5;10101;3;0;5;10;124;221;50;10;217;213;3197;196;407;0;14;22731;10;40031;23341;11;10501;22631;11;40031;20141;10;40031;0;0;0;55;40031
"2016-08-19 19:43:59.065";23131;22631;4;22631;0;0;5;10;193;221;50;10;232;229;6082;21345;3579;2;20;22731;10;40031;23341;10;10501;11501;10;40031;23031;10;40031;0;0;0;55;40031
"2016-08-19 19:49:19.993";21141;11501;1;11501;0;0;5;10;51;221;53;13;0;214;3124;1;2492;46;14;48895;30;22631;20941;10;10101;21151;65535;20541;22931;11;20541;0;0;0;55;40031
"2016-08-19 20:04:47.585";20841;22731;2;22731;0;0;5;10;100;221;50;10;214;221;3429;108;650;0;14;11501;10;40031;62031;10;11501;23131;10;22631;20151;10;22631;0;0;0;55;40031
"2016-08-19 20:23:37.201";22631;11001;2;40031;0;0;4;10;233;221;40;10;2;224;5354;10688;1835;3;20;11001;10;11201;22731;10;40031;20541;10;11301;20141;10;11301;0;0;0;55;11101
"2016-08-19 20:25:55.598";23031;22731;3;22731;0;0;5;10;178;221;50;10;227;228;5043;9578;1597;4;20;23341;10;10501;11501;10;40031;23131;10;22631;20151;10;22631;0;0;0;55;40031
