"result_time";"total_time";"node_id";"parent_id";"rctp_psetsize";"rctp_parent";"rctp_retxs";"options";"thl";"etx";"origin_seqnum";"packet_type";"stats_petx";"stats_letx";"stats_raw_frssi";"stats_raw_brssi";"health_generated";"health_forwarded";"health_retransmissions";"health_dropped";"ctrl_ntxpkt";"ctrl_nrxpkt";"ctrl_nparentchange";"ctrl_ntricklereset";"data_ntxpkt";"data_nrxpkt";"data_nrxacks";"data_nqueuedrops";"data_ndups";"data_ninconsistencies";"pkt_length"
"2016-08-18 16:12:20.544";633931204;30251;31131;1;31131;0;0;6;10;68;205;51;12;3;231;581;33;695;10;363;1818;190;45;1308;33;603;0;0;0;52
"2016-08-18 16:14:16.481";631828807;50431;31131;1;31131;0;0;6;10;68;205;51;12;6;5;581;929;546;16;18432;52828;172;6060;2052;945;1490;0;19;8;52
"2016-08-18 16:14:36.057";635846421;61431;10101;2;31131;1;0;5;10;37;205;50;10;0;216;550;982;655;5;31827;1036;421;38307;2184;982;1525;0;1;0;52
"2016-08-18 16:17:40.596";620006404;50131;31131;1;31131;0;0;6;10;228;205;55;16;0;219;485;49;663;8;1041;15218;122;182;1185;49;524;0;1;0;52
"2016-08-18 16:19:15.864";622008021;20541;11301;1;11301;1;0;4;10;2;205;40;10;1;214;515;468;214;1;2486;58341;30;838;1193;469;979;0;3;0;52
"2016-08-18 16:19:54.916";634636801;31051;31131;1;31131;0;0;6;10;30;205;52;13;9;239;543;65;337;4;6015;38104;200;1400;944;65;603;0;0;0;52
"2016-08-18 16:20:46.628";639475206;11501;40031;1;40031;0;0;4;10;216;205;40;10;231;255;473;9209;8;0;12490;39610;10;3689;9675;9261;9667;0;66;0;52
"2016-08-18 16:21:31.936";1246039204;20841;23241;3;22731;0;0;6;10;97;205;59;10;212;223;3170;108;560;0;3251;28389;117;1406;3837;108;3277;0;0;0;52
"2016-08-18 16:21:54.621";1237766404;20141;40031;1;40031;0;0;4;10;208;205;40;10;217;224;2513;2308;300;3;4105;48354;94;1900;5118;2312;4815;0;6;1;52
"2016-08-18 16:22:22.061";637466421;60331;31131;1;31131;0;0;6;10;244;205;49;10;4;231;501;40;187;0;33194;56339;509;44159;726;40;539;0;1;0;52
"2016-08-18 16:22:51.385";635500821;61931;23241;3;23341;0;0;6;10;211;205;59;10;237;237;468;315;335;1;11649;21701;116;5366;1117;318;781;0;3;0;52
"2016-08-18 16:24:45.193";3619756820;23131;11501;5;22631;0;0;5;10;29;205;50;10;7;239;5918;21297;3525;2;44022;32745;591;56692;30712;21311;27185;0;41;0;52
"2016-08-18 16:25:45.152";639216005;21501;31131;4;10101;0;0;6;10;12;205;51;12;3;4;525;2679;318;4;18566;40213;139;6340;3512;2708;3190;0;38;5;52
"2016-08-18 16:27:42.516";635796021;62131;10401;4;20541;1;0;5;10;44;205;50;10;1;220;557;151;181;0;15157;28205;99;7217;886;151;706;0;1;0;52
"2016-08-18 16:28:29.8";714096005;10801;10011;2;10011;0;0;2;10;119;205;20;10;3;3;632;12915;531;5;480;4182;16;66;14077;12992;13541;0;77;0;52
"2016-08-18 16:29:28.541";637322421;61231;31131;1;31131;0;0;6;10;41;205;49;10;0;217;554;48;291;3;33663;11672;651;45338;891;48;597;0;1;0;52
"2016-08-18 16:31:29.876";712612803;11101;10201;1;10201;0;0;2;10;64;205;20;10;1;255;577;22567;200;0;794;61404;7;158;23340;22782;23140;0;218;0;52
"2016-08-18 16:31:53.824";707212805;20941;20141;5;11501;0;0;5;10;101;205;50;10;210;207;614;462;384;8;2795;25867;68;1069;1459;462;1067;0;0;0;52
"2016-08-18 16:32:55.104";641844021;21931;21731;5;40331;0;0;5;10;1;205;50;10;221;225;514;29;68;0;3101;7860;36;1219;610;29;542;0;0;1;52
"2016-08-18 16:34:09.881";639900005;11401;11501;5;10101;0;0;5;10;237;205;50;10;0;0;494;2571;160;0;26482;9479;106;12513;3189;2613;3029;0;77;0;52
"2016-08-18 16:34:16.276";713232006;10301;10201;1;10201;0;0;2;10;103;205;20;10;0;255;616;16362;191;0;863;40999;7;182;17165;16713;16974;0;354;0;52
"2016-08-18 16:36:17.96";620323205;30651;31131;1;31131;0;0;6;10;4;205;49;10;2;225;517;202;592;4;19396;12097;327;6728;1310;202;714;0;0;1;52
"2016-08-18 16:36:59.172";643975206;10401;11301;1;11301;0;0;4;10;121;205;40;10;2;3;634;954;38;0;3057;58996;17;907;1623;961;1585;0;9;0;52
"2016-08-18 16:37:57.816";639964806;21411;31131;1;31131;0;0;6;10;11;205;51;12;0;3;524;321;136;3;18573;60823;181;5893;980;352;841;0;31;4;52
"2016-08-18 16:39:02.44";626112021;20641;22731;5;22631;0;0;5;10;228;205;50;10;236;233;485;462;167;0;2869;57334;35;1050;1113;464;946;0;2;0;52
"2016-08-18 16:40:19.585";881035220;22831;20141;5;20141;0;0;5;10;240;205;50;10;223;218;1265;828;198;0;9731;11037;102;3962;2290;829;2092;0;1;0;52
"2016-08-18 16:40:24.936";637891221;60931;31131;1;31131;0;0;6;10;34;205;49;10;0;214;547;35;290;4;34072;45953;582;47011;871;35;577;0;0;1;52
"2016-08-18 16:40:34.925";641390421;20151;11501;5;22731;0;0;5;10;21;205;50;10;8;239;534;34;60;0;2859;17862;41;1115;627;34;567;0;0;0;52
"2016-08-18 16:40:36.025";642060021;22431;11301;1;11301;0;0;4;10;104;205;41;11;0;216;617;936;683;5;1901;22700;52;589;2232;937;1544;0;4;0;52
"2016-08-18 16:40:52.881";636602421;62031;21731;4;11501;0;0;5;10;107;205;50;10;209;209;620;235;214;0;12954;49329;99;5952;1064;237;850;0;6;0;52
"2016-08-18 16:41:44.234";1245398404;21141;11501;1;11501;3;0;5;10;75;205;56;16;0;215;2892;1;2241;45;904;37579;428;163;5130;1;2847;0;0;0;52
"2016-08-18 16:41:51.641";637416021;61631;31131;2;31131;0;0;6;10;55;205;49;10;1;217;568;1830;1366;6;32347;35749;324;39230;3757;1832;2385;0;8;1;52
"2016-08-18 16:42:45.481";1236852008;31131;22431;1;22431;1;0;5;10;221;205;39;65535;211;255;990;5052;675;3;23134;27730;282;8427;6702;5098;6025;0;59;4;52
"2016-08-18 16:43:03.833";642470421;21831;20141;5;10101;0;0;5;10;36;205;50;10;236;231;549;10;67;0;5279;51176;34;2030;625;10;558;0;0;0;52
"2016-08-18 16:43:06.097";644184005;20301;22431;5;10101;0;0;5;10;23;205;50;10;233;6;536;1158;362;6;7010;5790;64;1981;2055;1165;1687;0;7;2;52
"2016-08-18 16:44:51.669";643831202;10101;40031;1;40031;0;0;4;10;27;205;40;10;223;255;540;12730;23;0;10212;50878;15;3161;13266;12879;13243;0;175;0;52
"2016-08-18 16:45:07.605";712612806;40331;11301;2;10501;0;0;4;10;79;205;40;10;1;0;592;522;328;5;3152;49870;36;954;1441;523;1108;0;1;0;52
"2016-08-18 16:45:47.252";1251448804;21341;20141;5;22731;0;0;5;10;146;205;50;10;216;212;2963;196;345;0;4433;33115;75;1958;3503;196;3158;0;0;2;52
"2016-08-18 16:48:00.993";634032004;50531;23341;3;31131;0;0;5;10;22;205;50;10;219;228;535;326;334;0;5718;20629;75;1735;1192;327;858;0;3;0;52
"2016-08-18 16:48:25.297";626688022;20441;10501;1;10501;0;0;4;10;68;205;40;10;2;215;581;555;159;0;2898;50844;41;1119;1294;556;1135;0;1;0;52
"2016-08-18 16:48:33.293";624520821;22531;11501;5;10101;1;0;5;10;29;205;50;10;2;221;542;16;74;0;8036;50;54;3076;630;16;557;0;0;0;52
"2016-08-18 16:48:50.389";642556823;22231;22731;5;10101;1;0;5;10;236;205;50;10;218;216;493;464;293;3;1551;40295;30;484;1248;465;953;0;1;0;52
"2016-08-18 16:51:50.596";622908004;50331;23341;5;23341;0;0;5;10;8;205;50;10;213;223;521;85;670;7;451;31177;138;63;1275;85;598;0;0;0;52
"2016-08-18 16:56:29.905";713592021;40231;11301;3;10501;0;0;4;10;130;205;40;10;0;216;643;104;71;0;1934;3621;14;585;817;105;746;0;1;0;52
"2016-08-18 16:57:46.228";713664021;40031;11101;2;11101;0;0;3;10;18;205;30;10;0;222;531;34347;2228;0;1177;1285;27;359;37087;34398;34859;0;69;0;52
"2016-08-18 16:57:48.3";638128821;61731;31131;1;31131;0;0;6;10;6;205;49;10;2;222;519;19;211;1;33267;5867;530;43892;748;19;536;0;0;0;52
"2016-08-18 16:59:47";639763221;60531;31131;1;31131;0;0;6;10;17;205;49;10;8;242;530;43;190;0;33177;2246;489;44676;761;43;571;0;1;0;52
"2016-08-18 17:00:13.913";716040002;10011;1;1;1;0;0;1;10;202;205;10;10;6;7;715;5347;0;0;315;2175;3;8;6061;5413;6061;0;66;0;52
"2016-08-18 17:00:24.561";643968005;20031;22631;5;21731;0;0;5;10;241;205;50;10;234;5;498;98;20;0;12474;15965;50;3748;615;99;595;0;1;0;52
"2016-08-18 17:01:18.804";709128004;20851;11501;1;11501;3;0;5;10;97;205;51;11;1;224;610;1;356;0;461;33838;61;74;963;1;610;0;0;0;52
"2016-08-18 17:05:12.708";642528007;20711;10101;2;10101;0;0;5;10;255;205;50;10;4;4;512;347;38;0;9643;62537;67;2723;896;349;858;0;2;0;52
"2016-08-18 17:08:47.579";882576020;22931;22631;5;22731;1;0;5;10;252;205;50;10;223;224;1277;721;582;19;8297;47970;153;3459;2577;721;1977;0;1;0;52
"2016-08-18 17:12:43.752";3622730420;23031;10101;4;22731;0;0;5;10;43;205;50;10;0;215;4908;9536;1562;4;39467;23186;910;31762;15997;9539;14431;0;11;2;52
"2016-08-18 17:13:36.273";3638419220;22631;40031;1;40031;0;0;4;10;89;205;40;10;220;221;5210;10444;1784;3;28651;35060;710;15112;17424;10451;15637;0;20;1;52
"2016-08-18 17:13:54.704";640512021;60831;11401;5;61431;0;0;6;10;106;205;60;10;0;218;619;31;318;0;33887;63042;577;45429;967;31;649;0;0;0;52
"2016-08-18 17:14:35.533";627343221;23241;10101;2;11501;2;0;5;10;247;205;50;10;0;215;504;205;304;1;7114;63419;117;2896;1009;223;706;0;19;0;52
"2016-08-18 17:16:37.972";1249416004;20841;11501;2;22731;2;0;5;10;105;205;54;14;0;217;3178;108;566;0;3264;30180;117;1412;3849;108;3285;0;0;0;52
"2016-08-18 17:17:14.689";639691221;61531;61431;5;61631;0;0;6;10;4;205;60;10;245;243;517;194;469;1;32842;51130;537;40376;1178;194;708;0;1;2;52
"2016-08-18 17:17:43.505";644436021;22031;11501;5;10101;0;0;5;10;58;205;50;10;2;218;571;36;71;1;4078;9764;55;1468;677;36;605;0;0;0;52
"2016-08-18 17:17:52.913";638884821;62231;20541;3;10101;0;0;5;10;8;205;50;10;224;221;521;61;179;0;12532;26286;69;5285;757;61;578;0;3;0;52
"2016-08-18 17:20:13.268";640886421;60731;60001;5;61631;2;0;6;10;38;205;60;10;0;217;551;41;288;0;34276;38456;544;46861;875;41;589;0;2;1;52
"2016-08-18 17:20:40.816";641318421;60201;21501;5;61631;1;0;6;10;117;205;60;10;0;216;630;61;245;0;34344;27255;518;47384;934;61;690;0;0;0;52
"2016-08-18 17:22:17.353";1247899204;21141;11501;1;11501;0;0;5;10;80;205;54;14;0;215;2897;1;2246;45;906;37954;428;163;5143;1;2852;0;0;0;52
"2016-08-18 17:23:30.2";619401606;11201;11101;3;10701;0;0;3;10;47;205;30;10;4;255;560;3536;129;0;267;38370;6;2;4224;3558;4095;0;22;0;52
"2016-08-18 17:25:34.657";638064005;30551;21501;2;60001;0;0;6;10;219;205;63;13;0;215;476;254;1086;18;1737;5888;259;363;1808;292;709;0;40;0;52
"2016-08-18 17:26:29.876";1241733604;20141;40031;1;40031;0;0;4;10;216;205;40;10;216;225;2521;2318;300;3;4107;49875;94;1900;5136;2322;4833;0;6;1;52
"2016-08-18 17:27:44.181";715780806;10501;11101;3;10701;0;0;3;10;107;205;33;13;0;255;620;6672;551;1;1391;51674;28;311;7839;6704;7287;0;35;0;52
"2016-08-18 17:29:57.949";638697604;30251;21501;4;21501;0;0;6;10;72;205;62;12;0;223;585;33;705;11;365;3368;194;45;1322;33;606;0;0;0;52
"2016-08-18 17:30:21.441";1254187204;21341;20141;5;22731;0;0;5;10;152;205;50;10;215;215;2969;196;346;0;4434;34098;75;1958;3510;196;3164;0;0;2;52
"2016-08-18 17:32:35.448";638856005;30351;23131;5;21501;0;0;6;10;18;205;60;10;218;227;531;202;725;17;5270;1768;202;1617;1457;202;715;0;0;2;52
"2016-08-18 17:32:56.832";621496835;23341;10501;1;10501;0;0;4;10;215;205;40;10;2;221;472;1127;396;1;6273;56152;66;2031;1994;1127;1597;0;0;0;52
"2016-08-18 17:33:53.932";638236804;30751;30651;1;30651;0;0;7;10;73;205;59;10;228;227;586;0;526;4;332;37325;181;11;1111;0;581;0;0;0;52
"2016-08-18 17:33:59.364";643737605;11601;11501;5;11501;0;0;5;10;123;205;50;10;7;8;636;397;21;0;9119;60814;38;2494;1053;401;1032;0;4;2;52
"2016-08-18 17:35:20.388";640800021;61331;60001;5;61631;0;0;6;10;95;205;60;10;2;220;608;31;264;2;32347;36942;554;41954;902;31;636;0;0;2;52
"2016-08-18 17:36:28.228";718272005;10801;10011;2;10011;0;0;2;10;123;205;20;10;3;4;636;12915;531;5;481;4191;16;66;14081;12992;13545;0;77;0;52
"2016-08-18 17:37:28.268";646848005;11001;11201;3;11201;0;0;4;10;50;205;40;10;1;0;563;1930;71;1;1110;31594;19;229;2562;1936;2490;0;7;0;52
"2016-08-18 17:37:34.212";647697606;10401;11301;1;11301;0;0;4;10;125;205;40;10;2;255;638;959;39;0;3058;60636;17;907;1633;966;1594;0;9;0;52
"2016-08-18 17:39:30.072";3624350420;23131;11501;5;22631;0;0;5;10;37;205;50;10;255;238;5926;21299;3526;2;44033;36560;591;56698;30723;21313;27195;0;41;0;52
"2016-08-18 17:39:38.725";641628021;61131;61431;3;61431;0;0;6;10;229;205;60;10;224;221;486;48;328;9;34518;20500;561;47806;861;48;524;0;0;1;52
"2016-08-18 17:39:44.565";716522402;11301;11101;1;11101;0;0;3;10;75;205;30;10;2;255;588;9505;313;0;1833;43779;4;464;10399;9563;10086;0;64;0;52
"2016-08-18 17:40:00.669";642110421;60631;60001;5;61631;0;0;6;10;93;205;60;10;2;225;606;47;182;0;34549;24667;504;46310;834;47;652;0;0;1;52
"2016-08-18 17:41:11.544";718560005;10201;1;1;1;0;0;1;10;171;205;10;10;2;255;684;44558;0;0;362;5542;4;25;45239;44677;45239;0;121;0;52
"2016-08-18 17:42:02.481";641779221;61231;61431;5;61431;0;0;6;10;45;205;60;10;237;237;558;48;296;3;34214;50651;657;46269;900;48;601;0;1;0;52
"2016-08-18 17:42:43.748";638128802;31301;50031;1;50031;0;0;7;10;248;205;58;65535;213;0;505;0;867;44;328;12783;61;7;1371;0;460;0;0;0;52
"2016-08-18 17:47:37.444";646272021;22131;11501;5;10101;0;0;5;10;12;205;50;10;4;227;525;281;207;1;8231;33988;51;2861;1012;282;804;0;1;0;52
"2016-08-18 17:49:32.184";646675221;21731;11301;1;11301;0;0;4;10;94;205;40;10;1;215;607;2032;401;0;3207;26976;25;1213;3036;2036;2635;0;7;0;52
"2016-08-18 17:52:12.253";630604821;20441;10501;1;10501;0;0;4;10;71;205;40;10;1;216;584;563;161;0;2900;52852;41;1119;1307;564;1146;0;1;0;52
"2016-08-18 17:52:14.318";640303204;31051;60431;3;60001;2;0;6;10;36;205;68;13;212;206;549;65;341;4;6108;39518;202;1420;952;65;609;0;0;0;52
"2016-08-18 17:52:51.489";623160004;20251;10101;5;22731;0;0;5;10;229;205;50;10;4;233;486;2;42;0;2632;7293;29;854;529;2;487;0;0;0;52
"2016-08-18 17:54:00.029";621561607;10911;11101;1;11101;1;0;3;10;4;205;30;10;0;0;517;0;219;0;289;812;15;16;734;0;516;0;0;0;52
"2016-08-18 17:54:08.712";717408002;10601;10701;5;10501;0;0;3;10;63;205;41;21;0;0;576;3454;1404;8;1522;41219;48;371;5428;3467;4016;0;18;0;52
"2016-08-18 17:54:34.677";638668804;50031;21501;2;21501;3;0;6;10;20;205;62;12;0;218;533;82;628;6;440;27591;194;40;1238;126;607;0;45;0;52
"2016-08-18 17:54:43.932";627876021;20541;11301;1;11301;0;0;4;10;7;205;40;10;0;215;520;477;214;1;2488;61967;30;838;1208;478;993;0;3;0;52
"2016-08-18 18:01:19.3";625536001;30651;21501;2;21501;0;0;6;10;8;205;60;10;2;221;521;203;602;4;19706;15199;330;6824;1320;203;719;0;0;1;52
"2016-08-18 18:01:46.604";642319221;61631;10101;1;10101;1;0;5;10;59;205;50;10;0;217;572;1838;1371;6;32950;14831;325;40272;3773;1840;2397;0;8;1;52
"2016-08-18 18:02:15.484";1240668004;30451;60001;1;60001;2;0;6;10;168;205;64;14;0;219;937;192;1532;52;16182;53531;445;6271;2653;192;1076;0;0;0;52
"2016-08-18 18:03:00.249";1250400004;21141;11501;1;11501;0;0;5;10;87;205;51;11;0;216;2904;1;2247;45;906;38338;428;163;5151;1;2859;0;0;0;52
"2016-08-18 18:04:46.985";3641544020;22731;40031;2;40031;0;0;4;10;208;205;40;10;222;222;5329;8280;1643;1;38194;7076;806;24003;15238;8287;13594;0;20;0;52
"2016-08-18 18:05:33.744";647280021;22431;11301;1;11301;0;0;4;10;110;205;43;13;0;211;623;982;730;5;1903;25088;52;589;2331;984;1596;0;5;0;52
"2016-08-18 18:06:14.84";630964804;21031;22631;4;20441;0;0;5;10;71;205;50;10;223;227;584;153;86;0;4462;45429;46;1432;821;153;735;0;1;0;52
"2016-08-18 18:07:51.017";641952021;62031;11501;2;11501;0;0;5;10;113;205;50;10;3;225;626;235;218;0;13177;56402;99;6056;1074;237;856;0;6;0;52
"2016-08-18 18:08:47.084";720252005;10011;1;1;1;0;0;1;10;207;205;10;10;6;255;720;5349;0;0;317;2180;3;8;6068;5415;6068;0;66;0;52
"2016-08-18 18:09:46.424";638928007;50431;22931;5;11801;0;0;6;10;74;205;60;10;223;3;587;929;546;16;18969;63598;174;6266;2058;945;1496;0;19;8;52
"2016-08-18 18:10:03.32";649065606;10101;40031;1;40031;0;0;4;10;31;205;40;10;226;255;544;12806;23;0;10366;56532;15;3203;13346;12955;13323;0;175;0;52
"2016-08-18 18:11:26.037";1252792804;20841;22731;2;22731;0;0;5;10;114;205;50;10;215;224;3187;108;567;0;3286;32120;117;1418;3861;108;3294;0;0;0;52
"2016-08-18 18:12:06.324";886464020;22931;20441;5;22731;1;0;5;10;2;205;50;10;224;224;1283;722;586;19;8328;51852;153;3467;2588;722;1984;0;1;0;52
"2016-08-18 18:14:15.481";649785605;20301;22631;5;10101;0;0;5;10;27;205;50;10;245;8;540;1159;362;6;7291;12349;64;2079;2060;1166;1692;0;7;2;52
"2016-08-18 18:14:19.568";645890406;21411;11801;5;50531;0;0;6;10;16;205;60;10;3;4;529;321;136;3;18847;1945;184;5976;985;352;846;0;31;4;52
"2016-08-18 18:14:34.748";719280005;10701;10201;1;10201;0;0;2;10;34;205;20;10;0;255;547;18440;463;0;844;32565;12;184;19448;18498;18985;0;59;0;52
"2016-08-18 18:14:39.645";713527205;20941;10101;5;11501;0;0;5;10;107;205;50;10;0;217;620;462;385;8;2798;28933;68;1069;1466;462;1073;0;0;0;52
"2016-08-18 18:14:56.328";1256925604;21341;11501;5;22731;0;0;5;10;159;205;50;10;7;241;2976;196;347;0;4435;35005;75;1958;3518;196;3171;0;0;2;52
"2016-08-18 18:15:23.676";645321606;60001;11501;1;11501;0;0;5;10;243;205;50;10;1;255;500;1581;524;12;19711;29350;168;7238;2601;1613;2065;0;35;1;52
"2016-08-18 18:15:48.2";628056004;50331;23341;1;23341;1;0;5;10;13;205;50;10;213;223;526;85;684;7;453;33796;138;63;1288;85;603;0;0;0;52
"2016-08-18 18:16:09.925";1242604807;31131;21501;5;23031;0;0;6;10;225;205;60;10;2;2;994;5091;692;3;23574;38476;284;8608;6763;5138;6068;0;60;5;52
"2016-08-18 18:17:17.156";643852821;60931;61631;4;61631;0;0;6;10;40;205;60;10;224;226;553;35;290;4;34858;37314;586;48403;877;35;583;0;0;1;52
"2016-08-18 18:18:30.108";643334421;61831;21501;5;61431;1;0;6;10;237;205;60;10;0;212;494;492;405;3;32603;19676;503;39237;1389;492;982;0;0;2;52
"2016-08-18 18:18:50.152";646164005;21501;10101;1;10101;0;0;5;10;18;205;50;10;1;255;531;2706;319;4;19110;50680;139;6546;3546;2736;3223;0;39;5;52
"2016-08-18 18:19:13.092";644515221;60831;20301;5;61431;3;0;6;10;110;205;64;14;0;212;623;31;327;0;34397;35663;577;46301;977;31;653;0;0;0;52
"2016-08-18 18:23:57.865";647740821;20151;20141;5;22731;1;0;5;10;25;205;50;10;254;244;538;34;61;0;2862;21358;41;1115;631;34;571;0;0;0;52
"2016-08-18 18:26:35.086";643104021;62131;20541;3;20541;0;0;5;10;50;205;50;10;222;224;563;153;183;0;15375;36142;99;7301;897;153;714;0;1;0;52
"2016-08-18 18:27:18.52";714420004;20851;11501;1;11501;0;0;5;10;102;205;51;11;1;223;615;1;359;0;462;35119;61;74;974;1;615;0;0;0;52
"2016-08-18 18:29:20.517";645537621;60201;60001;5;61631;0;0;6;10;121;205;60;10;0;215;634;61;247;0;34885;1063;518;48395;941;61;694;0;0;0;52
"2016-08-18 18:29:30.569";645278421;60531;11401;5;61631;1;0;6;10;21;205;60;10;3;222;534;43;197;0;33855;51894;492;45922;771;43;575;0;1;0;52
"2016-08-18 18:30:26.634";646444805;11801;20441;3;11501;0;0;5;10;16;205;50;10;224;255;529;954;96;0;9816;59433;81;2801;1576;961;1480;0;9;0;52
"2016-08-18 18:30:51.144";644212821;61431;10101;1;10101;3;0;5;10;45;205;50;10;1;233;558;994;665;5;32858;8333;422;39919;2211;994;1544;0;2;0;52
"2016-08-18 18:31:02.98";1245700804;20141;40031;1;40031;0;0;4;10;224;205;40;10;217;223;2529;2326;300;3;4109;51533;94;1900;5152;2330;4849;0;6;1;52
"2016-08-18 18:35:26.196";649209621;22031;22431;5;10101;0;0;5;10;63;205;53;10;243;247;576;36;71;1;4091;12599;55;1470;682;36;610;0;0;0;52
"2016-08-18 18:35:56.608";649137621;22331;21731;5;10101;0;0;5;10;220;205;51;10;226;231;477;552;413;7;3379;48730;34;1225;1439;552;1019;0;2;0;52
"2016-08-18 18:37:40.728";628617604;50131;50331;4;21501;1;0;6;10;235;205;60;10;223;223;492;49;698;9;1056;17298;131;183;1231;49;530;0;1;0;52
"2016-08-18 18:37:49.42";888256820;22831;22731;5;20141;0;0;5;10;250;205;50;10;230;232;1275;828;200;0;9920;18686;102;4029;2302;829;2102;0;1;0;52
"2016-08-18 18:38:10.224";651420006;10401;11301;1;11301;0;0;4;10;129;205;40;10;2;255;642;963;39;0;3060;62384;17;907;1641;970;1602;0;9;0;52
"2016-08-18 18:38:45.152";624024006;11201;10301;3;10701;0;0;3;10;50;205;30;10;2;0;563;3538;129;0;269;38860;6;2;4229;3560;4100;0;22;0;52
"2016-08-18 18:43:42.668";1252900804;21141;11501;1;11501;0;0;5;10;92;205;50;10;0;216;2909;1;2248;45;908;38825;428;163;5157;1;2864;0;0;0;52
"2016-08-18 18:44:25.736";722448005;10801;10201;2;10011;0;0;2;10;126;205;20;10;8;9;639;12915;531;5;483;4205;16;66;14084;12992;13548;0;77;0;52
"2016-08-18 18:45:19.664";631699221;22531;21731;5;10101;0;0;5;10;35;205;51;10;224;223;548;16;76;0;8211;6585;54;3146;639;16;563;0;0;0;52
"2016-08-18 18:46:02.696";720324021;40231;10501;3;10501;0;0;4;10;135;205;40;10;3;222;648;105;71;0;1936;5876;14;585;823;106;752;0;1;0;52
"2016-08-18 18:46:28.972";633938421;20641;22631;5;22631;0;0;5;10;233;205;50;10;245;238;490;462;167;0;2872;61530;35;1050;1118;464;951;0;2;0;52
"2016-08-18 18:47:32.464";643464004;30251;21501;3;21501;1;0;6;10;77;205;62;12;1;222;590;33;728;12;367;4728;194;45;1349;33;610;0;0;0;52
"2016-08-18 18:48:34.9";646444826;60331;61431;5;61631;1;0;6;10;250;205;60;10;211;212;507;41;189;0;34353;6492;513;46114;734;41;546;0;1;0;52
"2016-08-18 18:49:32.481";644990421;61731;21501;4;61431;1;0;6;10;12;205;60;10;0;216;525;19;214;1;34088;1008;535;45342;756;19;542;0;0;0;52
"2016-08-18 18:53:01.369";648432005;11401;10101;1;10101;0;0;5;10;244;205;50;10;2;255;501;2589;160;0;27282;29491;106;12909;3214;2633;3054;0;79;0;52
"2016-08-18 18:54:16.409";3628944020;23131;11501;5;22631;0;0;5;10;45;205;50;10;7;239;5934;21299;3526;2;44036;40664;591;56698;30731;21313;27203;0;41;0;52
"2016-08-18 18:54:36.973";646236021;61231;11401;5;61431;1;0;6;10;49;205;60;10;2;219;562;48;298;3;34795;27699;657;47331;905;48;605;0;1;0;52
"2016-08-18 18:55:55.549";634521621;20441;10501;1;10501;0;0;4;10;75;205;40;10;0;216;588;569;171;0;2901;55048;41;1119;1327;570;1156;0;1;0;52
"2016-08-18 18:56:23.913";648806407;11601;20141;5;11501;0;0;5;10;128;205;51;11;212;255;641;401;21;0;9235;317;38;2520;1062;405;1041;0;4;2;52
"2016-08-18 18:57:10.277";650707221;21831;20141;5;10101;1;0;5;10;43;205;50;10;237;231;556;10;68;0;5330;56696;34;2042;632;10;565;0;0;0;52
"2016-08-18 18:58:52.837";649512007;20711;10101;2;10101;0;0;5;10;4;205;50;10;4;5;517;348;38;0;9803;2846;67;2773;902;350;864;0;2;0;52
"2016-08-18 18:59:29.621";3644928020;22631;40031;1;40031;0;0;4;10;99;205;40;10;220;222;5220;10459;1786;3;28653;38993;710;15112;17451;10466;15662;0;20;1;52
"2016-08-18 18:59:32.021";1259664004;21341;22631;5;22731;0;0;5;10;165;205;50;10;214;216;2982;196;348;0;4436;36187;75;1958;3525;196;3177;0;0;2;52
"2016-08-18 19:00:12.425";721461606;10501;10301;3;10701;0;0;3;10;112;205;30;10;1;255;625;6720;558;1;1393;54655;28;311;7899;6753;7340;0;36;0;52
"2016-08-18 19:03:05.597";722376002;10301;10201;1;10201;0;0;2;10;111;205;20;10;1;255;624;16393;191;0;866;42007;7;182;17204;16744;17013;0;354;0;52
"2016-08-18 19:06:22.544";1256169604;20841;11501;5;22731;0;0;5;10;122;205;51;11;0;221;3195;108;568;0;3300;34257;119;1424;3870;108;3302;0;0;0;52
"2016-08-18 19:06:32.69";721303206;40331;11301;2;10501;0;0;4;10;86;205;40;10;0;1;599;523;330;5;3156;52723;36;954;1451;524;1116;0;1;0;52
"2016-08-18 19:09:14.908";634392021;23241;11501;4;11501;0;0;5;10;253;205;50;10;1;217;510;205;311;1;7280;5126;125;2954;1024;223;712;0;19;0;52
"2016-08-18 19:10:09.372";651240021;22231;20541;5;10101;0;0;5;10;243;205;50;10;220;220;500;464;293;3;1554;45215;30;484;1256;465;960;0;1;0;52
"2016-08-18 19:11:23.385";649958406;11501;40031;1;40031;0;0;4;10;223;205;40;10;232;255;480;9353;8;0;12539;48278;10;3699;9826;9408;9818;0;69;0;52
"2016-08-18 19:14:51.689";722649607;11101;10201;1;10201;0;0;2;10;73;205;20;10;1;255;586;23053;200;0;798;62816;7;158;23835;23269;23635;0;219;0;52
"2016-08-18 19:15:17.576";890352020;22931;10101;5;22731;0;0;5;10;8;205;50;10;5;230;1289;730;590;19;8368;56040;157;3483;2607;730;1998;0;1;0;52
"2016-08-18 19:15:28.993";643089601;50531;23341;2;23341;0;0;5;10;29;205;50;10;221;228;542;327;334;0;6072;28477;84;1861;1200;328;866;0;3;0;52
"2016-08-18 19:17:20.249";724464006;10011;1;1;1;0;0;1;10;211;205;10;10;6;7;724;5351;0;0;319;2187;3;8;6074;5417;6074;0;66;0;52
