"result_time";"pkt_length";"node_id";"parent_id";"rctp_psetsize";"rctp_parent";"rctp_retxs";"options";"thl";"etx";"origin_seqnum";"packet_type";"stats_petx";"stats_letx";"stats_raw_frssi";"stats_raw_brssi";"health_generated";"health_forwarded";"health_retransmissions";"health_dropped";"flag";"linkid_sum";"temp_cs";"temp";"hum_cs";"hum";"adc_cs";"adc";"path0";"path1";"path2";"path3";"path4";"path5";"path6";"path7";"path8";"path9";"path10";"path11"
"2016-08-19 07:51:02.973";69;61631;10101;1;10101;0;0;5;10;104;222;51;11;0;217;617;1908;1460;6;0;2306177519;28579;5779;11220;2323;1668;800;40031;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 07:52:03.017";69;61431;10101;1;10101;0;0;5;10;86;222;50;10;2;218;599;1087;743;5;1;2083353719;28554;5764;8753;929;1603;735;40031;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 07:52:42.073";44;22731;40031;2;40031;0;0;4;10;27;222;40;10;225;225;5404;8545;1699;1;0;2674090170;35350;35338;60682;60674;37890;37888;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 07:55:31.473";69;21031;11501;4;20441;1;0;5;10;118;222;50;10;4;233;631;153;94;0;0;3914207815;28555;5716;10459;2642;990;122;40031;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 07:55:50.554";69;21731;40031;1;40031;0;0;4;10;143;222;40;10;213;215;656;2119;444;0;1;2937792052;22770;5681;10085;2178;1518;650;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 07:56:00.521";69;30751;30551;2;30651;0;0;7;10;122;222;72;10;222;220;635;0;591;4;0;539979364;40115;5795;15711;2554;1598;25;21501;10101;40031;10701;10201;1;0;0;0;0;0;0
"2016-08-19 07:58:34.6";69;40231;40031;4;10501;0;0;4;10;180;222;40;10;241;241;693;105;72;0;0;4071545952;22754;5675;8343;1292;1693;825;10701;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 08:00:09.896";44;21141;11801;5;20711;0;0;6;10;206;222;60;10;0;222;3023;1;2358;45;92;572263204;23575;53779;26376;31234;62208;24320;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 08:00:33.565";69;22131;21731;5;10101;0;0;5;10;54;222;50;10;225;226;567;281;213;1;0;1241912379;28584;5746;12756;2690;2288;768;40031;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:01:12.169";69;61531;61431;5;61431;1;0;6;10;47;222;60;10;248;245;560;195;491;1;0;1885898751;34308;5754;11122;2372;2315;720;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:04:11.636";69;21931;20441;5;10101;0;0;5;10;46;222;50;10;230;231;559;29;72;0;0;3634207593;28594;5712;11869;2641;4102;750;10501;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:04:14.852";69;22231;11301;1;11301;0;0;4;10;22;222;41;11;1;219;535;476;299;3;0;3499893824;22778;5742;9200;2576;663;663;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 08:04:27.6";69;11601;21731;5;11501;0;0;5;10;175;222;50;10;236;6;688;446;22;0;0;551828829;28536;5698;10998;932;1520;0;40031;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:05:31.652";69;10301;10201;1;10201;0;0;2;10;152;222;20;10;2;255;665;17264;192;0;1;2012141511;11382;5676;3937;1536;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 08:06:57.665";69;61831;62031;5;61431;3;0;6;10;20;222;61;11;209;210;533;492;431;3;0;2390528251;34306;5770;13673;3333;2303;699;11501;40031;10701;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:07:19.765";69;10501;10701;2;10701;0;0;3;10;153;222;30;10;2;255;666;7054;574;1;1;4096392922;17126;5744;6994;2840;0;0;10201;1;0;0;0;0;0;0;0;0;0;0
"2016-08-19 08:10:06.528";69;10201;1;1;1;0;0;1;10;222;222;10;10;1;255;735;48849;0;0;1;668522537;5706;5706;2401;2401;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 08:11:36.736";69;11801;20441;3;11501;0;0;5;10;57;222;50;10;218;2;570;986;98;0;1;2970338043;28749;5765;10103;817;3352;0;10501;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:12:08.164";69;60631;23241;5;11401;0;0;6;10;144;222;60;10;217;218;657;54;200;0;0;1391563003;35075;5733;12979;3213;2859;802;11501;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:13:48.832";69;11501;40031;1;40031;0;0;4;10;3;222;40;10;234;255;516;10043;8;0;1;2188725402;22917;5760;8056;983;868;0;10701;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 08:13:57.552";69;30251;21501;2;21501;0;0;6;10;122;222;61;11;1;223;635;33;823;12;0;3192259119;34496;5819;12826;2473;1692;824;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:14:33.6";69;30351;11401;5;23031;0;0;6;10;64;222;61;11;0;217;577;210;744;17;0;1874985419;34464;5810;13933;2949;1709;841;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:23:31.581";69;50331;23341;1;23341;0;0;5;10;56;222;50;10;215;223;569;97;700;7;0;1580543097;29135;5798;12037;2713;4923;828;10501;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:24:39.032";69;11201;10701;4;10701;0;0;3;10;96;222;30;10;9;9;609;3550;132;0;0;4142267422;17084;5624;5898;1722;0;0;10201;1;0;0;0;0;0;0;0;0;0;0
"2016-08-19 08:31:01.893";69;62031;23341;3;11501;0;0;5;10;164;222;50;10;217;218;677;255;243;0;1;2366963497;28969;5697;9654;2306;4831;736;10601;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:31:33.065";69;60531;60931;5;61431;0;0;6;10;64;222;61;10;242;241;577;48;228;0;0;1754827751;34432;5810;12986;2548;2298;692;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:34:53.509";69;30651;21501;1;21501;0;0;6;10;54;222;60;10;2;225;567;230;711;5;0;3480619519;34392;5738;14076;2680;4748;3880;10101;40031;11101;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:36:43.781";69;21831;21731;5;10101;0;0;5;10;86;222;50;10;233;234;599;10;78;0;0;1117393479;28565;5659;11604;2372;2239;719;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:37:24.017";69;62231;22431;3;10101;0;0;5;10;53;222;50;10;234;230;566;64;193;0;0;2608138077;28574;5714;12351;2338;1669;782;11301;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:37:53.321";69;22431;11301;1;11301;0;0;4;10;162;222;40;10;1;219;675;1079;758;5;1;3513000824;22860;5746;10013;3367;887;887;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 08:41:08.008";69;22331;11301;1;11301;1;0;4;10;1;222;40;10;1;218;514;556;421;7;1;3506447324;22821;5707;9459;2813;788;788;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 08:41:37.365";69;60831;62031;5;61431;0;0;6;10;160;222;60;10;212;213;673;33;353;0;0;2324993251;34532;5720;12913;2577;2469;859;11501;40031;10701;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:42:29.264";44;23131;23341;5;22631;0;0;5;10;128;222;50;10;234;235;6017;21322;3552;2;0;3342612708;1815;1802;8458;8451;15107;15104;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 08:43:31.381";69;60001;22931;5;11401;0;0;6;10;28;222;60;10;223;2;541;1720;548;13;1;1296537433;34420;5799;14010;2338;1601;0;10101;40031;11101;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:44:17.428";69;60931;10101;1;10101;1;0;5;10;84;222;52;12;0;218;597;104;393;4;1;2155444619;28589;5721;10625;2562;1606;738;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:46:37.365";69;61331;61431;5;61431;0;0;6;10;149;222;60;10;243;240;662;32;291;2;0;1872791751;34445;5780;11874;3072;2396;801;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:48:31.248";69;50531;11501;2;23341;0;0;5;10;71;222;50;10;0;223;584;344;352;0;0;1762239819;28736;5738;11261;2346;1707;839;40031;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:50:27.925";69;22031;22431;5;10101;0;0;5;10;110;222;50;10;243;247;623;36;90;1;0;4268598373;28751;5725;12575;2579;1583;708;11301;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:50:51.792";69;31051;21501;1;21501;0;0;6;10;83;222;60;10;0;210;596;65;378;4;0;3375760319;34450;5806;13153;2613;1636;768;10101;40031;10701;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:50:55.34";69;60731;11401;5;11401;0;0;6;10;87;222;60;10;3;224;600;44;316;0;0;3865938719;34393;5739;13656;2672;1630;762;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:51:23.305";69;60201;61431;5;61431;1;0;6;10;173;222;60;10;235;233;686;62;269;0;0;1798737201;34395;5730;11320;2518;1595;0;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:51:32.057";69;10011;1;1;1;0;0;1;10;4;222;10;10;5;255;773;5378;0;0;0;656070887;5691;5691;2978;2978;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 08:58:00.876";69;50431;22931;5;11801;0;0;6;10;124;222;60;10;222;3;637;933;546;16;0;3990357263;34784;5737;14162;1898;5665;837;23341;10501;10701;10201;1;0;0;0;0;0;0;0
"2016-08-19 08:58:30.369";69;11401;11501;2;10101;0;0;5;10;28;222;50;10;0;1;541;2694;162;0;1;3283105765;28774;5753;10980;3108;868;0;40031;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 08:58:38.686";69;10401;11301;2;11301;0;0;4;10;181;222;40;10;2;255;694;1034;40;0;0;2724614774;22740;5626;8938;2292;0;0;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 09:00:53.496";69;11001;10501;4;11201;0;0;4;10;100;222;40;10;8;9;613;1930;85;1;0;2501790974;22940;5712;9226;2391;0;0;10301;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 09:01:28.668";69;61731;11401;5;61431;0;0;6;10;55;222;60;10;3;226;568;19;240;1;0;42832223;34616;5734;12249;1078;1676;808;11501;40031;10701;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:01:34.089";69;20851;11501;1;11501;0;0;5;10;148;222;50;10;2;225;661;1;377;0;0;3902411515;28781;5760;10465;2593;1677;809;40031;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:01:39.261";69;60331;11401;5;11401;0;0;6;10;35;222;60;10;7;241;548;44;212;0;0;4101871119;34487;5715;13853;1822;1630;762;10101;40031;11101;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:05:32.768";69;10101;40031;1;40031;0;0;4;10;77;222;40;10;227;255;590;13907;23;0;1;2096976402;22868;5711;8063;990;868;0;10701;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 09:06:01.705";69;21731;40031;1;40031;0;0;4;10;147;222;41;11;212;210;660;2131;450;0;1;2780504852;22939;5749;9045;2159;1520;652;10301;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 09:06:39.512";69;30551;21501;1;21501;0;0;6;10;6;222;61;11;0;215;519;283;1235;21;1;3474066019;34662;5754;14045;2639;1573;705;10101;40031;11101;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:08:27.404";69;20031;20141;5;11501;0;0;5;10;31;222;50;10;233;4;544;108;20;0;0;3490030393;28818;5768;9562;2497;3298;0;10601;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:10:10.669";69;40331;10601;3;10501;0;0;4;10;129;222;40;10;0;1;642;525;332;5;0;142072428;22871;5708;7174;2315;1031;1031;10301;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 09:11:12.688";69;20301;22431;5;10101;0;0;5;10;73;222;50;10;233;6;586;1173;363;6;1;4155222823;28680;5654;11726;1730;875;0;11301;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:11:23.748";69;10201;1;1;1;0;0;1;10;225;222;10;10;2;255;738;49146;0;0;1;668522537;5784;5784;2423;2423;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 09:11:36.248";69;11601;20141;5;11501;0;0;5;10;179;222;50;10;216;255;692;454;22;0;0;2937570343;28896;5705;8015;930;3298;0;10601;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:12:31.345";69;50031;21501;1;21501;0;0;6;10;66;222;61;11;1;221;579;107;798;7;0;193574123;34815;5743;12789;2406;1672;804;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:14:02.149";69;60631;11401;5;11401;0;0;6;10;148;222;60;10;4;229;661;55;200;0;0;101816923;34804;5771;15254;3207;1670;802;11501;40031;11101;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:14:31.044";69;61431;10101;1;10101;1;0;5;10;91;222;50;10;1;216;604;1095;754;5;1;2188212119;29027;5764;9019;926;1595;727;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:14:33.668";69;20441;10501;1;10501;0;0;4;10;124;222;40;10;1;216;637;657;195;0;1;3120441374;23125;5756;9306;2451;3352;3352;10301;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 09:17:47.024";69;40231;10601;4;10501;0;0;4;10;184;222;40;10;2;221;697;105;72;0;0;135518928;23010;5706;6163;1284;826;826;10301;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 09:18:38.017";44;20841;22731;2;22731;0;0;5;10;255;222;50;10;215;221;3328;108;621;0;81;815556091;18711;48916;35849;40719;8204;35840;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 09:18:42.016";69;11101;10201;1;10201;0;0;2;10;115;222;20;10;0;255;628;24829;201;0;1;2064569511;11611;5686;5052;2609;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 09:18:52.381";69;61131;11401;5;61431;3;0;6;10;17;222;60;10;0;215;530;50;360;9;0;3892152719;34900;5710;13640;2622;1578;710;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:20:15.957";69;22531;22231;5;10101;0;0;5;10;80;222;50;10;240;242;593;16;83;0;0;4275151473;29045;5742;11581;2425;1415;765;11301;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:22:51.248";69;23241;10101;3;11501;0;0;5;10;38;222;50;10;2;218;551;219;331;1;1;4085256165;29981;6392;10768;1897;2057;1189;40031;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:24:23.629";69;10301;10201;1;10201;0;0;2;10;156;222;20;10;2;255;669;17394;192;0;1;2012141511;11634;5709;4009;1566;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 09:24:46.865";69;31131;50531;5;23031;1;0;6;10;13;222;63;13;223;1;1038;5122;711;4;1;3035169847;34985;5763;10202;0;2393;692;11501;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:26:16.349";69;10911;10301;2;11101;0;0;3;10;52;222;31;11;0;255;565;0;232;0;0;4070833472;17532;5722;5845;1822;0;0;10201;1;0;0;0;0;0;0;0;0;0;0
"2016-08-19 09:33:02.481";69;20151;11501;5;10101;0;0;5;10;72;222;50;10;8;241;585;34;68;0;0;3961395415;28851;5722;10854;2775;1729;861;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:34:09.105";69;20141;40031;2;40031;0;0;4;10;80;222;40;10;217;225;2641;2471;308;3;1;2833591402;23511;5887;10077;2206;4166;3298;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 09:38:48.785";69;62031;11501;3;11501;0;0;5;10;169;222;50;10;3;225;682;260;244;0;1;2411033919;28953;5824;10356;2277;1610;742;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:40:02.537";69;10601;10301;1;10301;0;0;3;10;108;222;30;10;0;255;621;3821;1470;8;1;4050517622;17480;5670;4893;870;0;0;10201;1;0;0;0;0;0;0;0;0;0;0
"2016-08-19 09:41:11.977";69;61531;11401;5;61431;1;0;6;10;52;222;60;10;0;216;565;195;496;1;0;3918366719;35116;5750;13391;2359;1586;718;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:41:33.8";69;22931;10101;5;22731;2;0;5;10;84;222;50;10;5;229;1365;750;610;19;1;3960081915;29006;5743;10846;2753;1601;733;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:43:46.948";69;31301;50031;2;50031;0;0;7;10;38;222;71;10;211;0;551;0;897;44;0;2971952638;40947;5670;15353;2643;1667;0;21501;10101;40031;10301;10201;1;0;0;0;0;0;0
"2016-08-19 09:44:22.496";69;21501;10101;1;10101;0;0;5;10;65;222;50;10;0;255;578;3060;326;4;1;3761508465;29248;5776;10397;2477;868;0;40031;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:48:35.849";69;61631;10101;1;10101;1;0;5;10;110;222;50;10;1;217;623;1913;1479;6;1;2201319119;29012;5749;10411;2318;1670;802;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:50:29.141";69;10801;1;3;10011;0;0;1;20;175;222;29;29;0;0;688;12927;536;5;0;707843537;5773;5773;2817;2817;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 09:51:00.581";69;22431;11301;1;11301;0;0;4;10;166;222;40;10;0;218;679;1085;760;5;1;3513000824;23483;5912;9938;3350;875;875;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 09:51:28.705";69;61331;61931;5;61431;3;0;6;10;153;222;60;10;212;211;666;32;302;2;0;1121638035;35559;5914;12580;3034;5617;795;23341;10601;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:52:28.776";69;11301;11101;1;11101;0;0;3;10;124;222;30;10;2;255;637;10234;320;0;1;4201249722;17571;5644;6588;1614;0;0;10201;1;0;0;0;0;0;0;0;0;0;0
"2016-08-19 09:53:46.749";69;11801;11501;3;11501;0;0;5;10;62;222;50;10;5;6;575;992;98;0;0;3519036565;29225;5770;9675;818;868;0;40031;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 09:54:57.385";69;40031;10301;3;11101;0;0;3;10;65;222;30;10;1;215;578;37294;2519;0;1;1684245376;17507;5697;6920;2897;868;868;10201;1;0;0;0;0;0;0;0;0;0;0
"2016-08-19 09:56:35.888";69;30251;21501;3;21501;3;0;6;10;127;222;60;10;1;222;640;33;838;12;0;3323332319;35529;5837;12865;2459;1689;820;10101;40031;10701;10201;1;0;0;0;0;0;0;0
"2016-08-19 09:59:25.708";69;23341;10501;2;10501;0;0;4;10;5;222;40;10;2;217;518;1439;455;1;1;3310492874;23654;6109;9358;2489;4095;4095;10301;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 10:00:18.609";69;20711;22231;3;10101;0;0;5;10;47;222;50;10;217;0;560;365;39;0;0;4155877773;29324;5685;11682;2514;650;0;11301;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:01:16.116";69;10501;10301;2;10701;0;0;3;10;160;222;30;10;1;255;673;7096;575;1;1;4043964122;17545;5735;6869;2846;0;0;10201;1;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:01:29.872";69;30451;60001;5;31131;0;0;7;10;212;222;70;10;0;221;981;197;1610;53;0;2918865228;41359;5784;16950;2753;1688;819;11401;11501;40031;11101;10201;1;0;0;0;0;0;0
"2016-08-19 10:03:53.248";69;20541;11301;1;11301;0;0;4;10;56;222;40;10;2;221;569;555;245;1;1;3389139674;23665;5758;8487;1887;1412;1412;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 10:04:32.216";69;21831;22231;5;10101;0;0;5;10;90;222;50;10;240;245;603;10;78;0;0;4229276973;29409;5770;11505;2337;1367;717;11301;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:05:21.42";69;20251;10101;5;10101;1;0;5;10;20;222;50;10;4;233;533;2;50;0;0;3784448115;29424;5752;11058;3103;1611;742;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:06:01.608";44;22631;40031;1;40031;0;0;4;10;179;222;40;10;219;223;5300;10598;1815;3;0;2674090172;39448;39433;39689;39682;40194;40192;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:07:28.176";69;10011;1;1;1;0;0;1;10;9;222;10;10;6;255;778;5381;0;0;0;656070887;5895;5895;2925;2925;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:07:41.241";69;61931;23341;2;23341;0;0;6;10;4;222;50;10;219;218;517;387;386;1;1;2161877423;36082;5727;12284;2157;4822;727;10601;10501;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 10:08:34.672";69;50431;11601;5;11801;0;0;7;10;128;222;60;10;6;7;641;933;546;16;0;3504545820;41588;5877;12820;1861;4994;846;20141;10601;40031;10701;10201;1;0;0;0;0;0;0
"2016-08-19 10:10:22.432";69;60731;61431;5;60931;0;0;6;10;91;222;60;10;233;231;604;44;318;0;0;1833470751;35753;5901;11325;2621;2358;760;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 10:12:40.964";69;10201;1;1;1;0;0;1;10;229;222;10;10;3;255;742;49449;0;0;1;668522537;5925;5925;2443;2443;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:13:50.956";69;60201;60931;5;61431;0;0;6;10;177;222;60;10;242;241;690;62;270;0;0;1864274401;35648;5896;12920;2455;1610;0;10101;40031;10701;10201;1;0;0;0;0;0;0;0
"2016-08-19 10:15:55.672";69;60631;61631;5;11401;1;0;6;10;152;222;60;10;239;241;665;55;203;0;0;2115278051;36289;5981;14134;3140;2470;799;10101;40031;11101;10201;1;0;0;0;0;0;0;0
"2016-08-19 10:16:13.933";69;21731;40031;1;40031;0;0;4;10;150;222;40;10;211;211;663;2147;451;0;0;2937792052;24271;5992;9843;2113;1518;649;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 10:16:36.412";69;30751;30651;3;30651;0;0;7;10;130;222;70;10;229;229;643;0;603;4;0;395798564;41982;5978;15524;2570;4789;29;21501;10101;40031;10301;10201;1;0;0;0;0;0;0
"2016-08-19 10:16:37.781";69;50531;11501;2;23341;0;0;5;10;76;222;50;10;1;223;589;347;353;0;1;1657381419;29668;5884;10234;2296;1702;833;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:17:32.848";44;23131;22631;5;22631;0;0;5;10;137;222;50;10;232;231;6026;21325;3556;2;90;580037630;19992;46099;15625;41477;55299;15104;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:17:48.92";69;10701;10201;1;10201;0;0;2;10;79;222;20;10;0;255;592;19875;469;0;1;2038355511;11847;5676;4193;1753;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:18:39.428";69;60831;11401;5;61431;0;0;6;10;166;222;60;10;0;219;679;33;354;0;0;4278818019;35904;5808;13683;2553;1728;859;11501;40031;10701;10201;1;0;0;0;0;0;0;0
"2016-08-19 10:20:13.808";44;21341;20141;5;10101;0;0;5;10;42;222;50;10;217;215;3115;196;384;0;0;446268130;39959;33796;39065;36874;59097;55808;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:20:16.737";69;62231;20541;3;10101;0;0;5;10;58;222;50;10;223;223;571;64;195;0;0;2360411997;30159;5816;10655;2299;2168;789;11301;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:20:53.085";69;22131;10101;5;10101;0;0;5;10;61;222;50;10;8;242;574;281;213;1;0;3907653915;30066;5730;10721;2689;1621;752;40031;10701;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:21:28.868";69;11201;10701;4;10701;0;0;3;10;103;222;30;10;9;255;616;3553;132;0;0;4142267422;17995;5730;6017;1744;0;0;10201;1;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:22:39.96";69;11001;10501;4;11201;0;0;4;10;103;222;40;10;8;9;616;1930;85;1;0;2580434574;24273;5914;9481;2359;0;0;10701;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 10:27:26.581";44;22831;20141;5;20141;0;0;5;10;78;222;50;10;225;221;1359;839;215;0;0;543915280;57879;51721;19102;16899;13010;9728;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:30:00.14";44;22731;11301;2;40031;0;0;4;10;41;222;40;10;4;227;5418;8600;1712;1;0;2674090173;9497;9481;64265;64258;38914;38912;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:34:58.322";69;10401;11301;1;11301;0;0;4;10;186;222;40;10;2;1;699;1039;40;0;0;2724614774;23913;5760;8881;2284;0;0;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 10:36:54.426";69;61431;10101;1;10101;1;0;5;10;96;222;50;10;1;219;609;1105;760;5;1;2083353719;30098;5971;8701;922;1598;729;40031;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:37:01.044";69;40231;11301;3;10501;0;0;4;10;189;222;40;10;2;218;702;105;72;0;0;384556528;24198;6045;7843;1246;828;828;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 10:38:54.168";69;60931;10101;1;10101;1;0;5;10;91;222;50;10;0;216;604;117;410;4;1;2050586219;29961;5834;10292;2513;1610;741;40031;10301;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:39:35.496";69;61831;61431;5;61431;0;0;6;10;27;222;60;10;237;243;540;492;437;3;0;1905559251;36185;5771;12034;3333;2299;699;10101;40031;10301;10201;1;0;0;0;0;0;0;0
"2016-08-19 10:41:45.504";44;23031;22731;3;22731;0;0;5;10;130;222;50;10;224;226;4995;9563;1582;4;89;3197360127;11033;1555;34569;35845;40195;1280;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:42:13.728";69;22231;11301;1;11301;0;0;4;10;29;222;40;10;1;218;542;490;300;3;1;3499893824;23885;5732;9165;2568;650;650;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 10:43:15.985";69;10301;10201;1;10201;0;0;2;10;160;222;20;10;2;255;673;17514;193;0;1;2012141511;12056;5885;4020;1580;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:46:29.821";69;62031;11501;3;11501;0;0;5;10;173;222;50;10;3;223;686;263;244;0;0;2515892319;30216;6106;10917;2201;1611;742;40031;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:46:58.252";69;40331;11301;2;10501;0;0;4;10;134;222;40;10;2;255;647;526;332;5;0;391110028;24114;5961;8866;2269;1009;1009;11101;10201;1;0;0;0;0;0;0;0;0;0
"2016-08-19 10:48:18.804";44;21141;20711;5;20711;0;0;6;10;230;222;60;10;1;221;3047;1;2390;45;0;4011135247;57881;57864;4360;4352;21248;21248;0;0;0;0;0;0;0;0;0;0;0;0
"2016-08-19 10:51:00.268";69;22531;22431;5;10101;1;0;5;10;86;222;50;10;241;239;599;16;84;0;0;6398577;30217;5917;12316;2396;1646;777;11301;11101;10201;1;0;0;0;0;0;0;0;0
"2016-08-19 10:53:16.696";69;22031;10401;5;10101;1;0;5;10;116;222;50;10;4;229;629;36;92;1;0;2691802213;30159;5918;11341;2493;691;691;11301;11101;10201;1;0;0;0;0;0;0;0;0
