2016-08-18 15:09:22 Round: 1
	avg_PRR: 0.989655787409	stdev: 0.0461917432194
	isolated: 0
	avg_prnt_set_size: 2.62365591398	stdev: 1.77142175142
	shortcut_count: 25
	shortcut_ratio: 0.271739130435

	node	PRR	prnt_size
	22831	1.0	5.0
	22931	0.9	5.0
	23031	0.888888888889	3.0
	23131	1.0	5.0
	23241	0.857142857143	4.0
	23341	1.0	1.0
	30251	0.857142857143	3.0
	30351	1.0	5.0
	30451	1.0	2.0
	30551	0.833333333333	5.0
	30651	0.8	1.0
	30751	0.714285714286	2.0
	30851	0.0	0.0
	31051	1.0	2.0
	31131	1.0	5.0
	31301	1.0	1.0
	40031	1.0	2.0
	40231	1.0	3.0
	40331	1.0	2.0
	50031	1.0	5.0
	50131	0.833333333333	4.0
	50331	1.0	1.0
	50431	0.875	5.0
	50531	1.0	2.0
	60001	1.0	1.0
	60201	1.0	5.0
	60331	1.0	5.0
	60431	0.0	0.0
	60531	1.0	4.0
	60631	1.0	5.0
	60731	1.0	1.0
	60831	1.0	5.0
	60931	1.0	4.0
	61031	0.0	0.0
	61131	1.0	3.0
	61231	1.0	5.0
	61331	1.0	5.0
	61431	1.0	1.0
	61531	1.0	5.0
	61631	1.0	1.0
	61731	1.0	4.0
	61831	1.0	5.0
	61931	1.0	2.0
	62031	1.0	3.0
	62131	1.0	4.0
	62231	1.0	3.0

2016-08-18 21:10:34 Round: 4
	avg_PRR: 0.976961428085	stdev: 0.0598103768275
	isolated: 0
	avg_prnt_set_size: 2.89247311828	stdev: 1.78682373081
	shortcut_count: 14
	shortcut_ratio: 0.152173913043

	node	PRR	prnt_size
	10011	1.0	1.0
	10101	1.0	1.0
	10201	1.0	1.0
	10301	1.0	1.0
	10401	1.0	2.0
	10501	1.0	2.0
	10601	1.0	3.0
	10701	1.0	1.0
	10801	1.0	2.0
	10911	1.0	1.0
	11001	1.0	4.0
	11101	1.0	1.0
	11201	1.0	3.0
	11301	1.0	1.0
	11401	1.0	1.0
	11501	1.0	1.0
	11601	1.0	5.0
	11801	1.0	3.0
	20031	0.833333333333	5.0
	20141	1.0	2.0
	20151	0.833333333333	5.0
	20251	1.0	5.0
	20301	0.833333333333	5.0
	20441	1.0	1.0
	20541	1.0	1.0
	20641	0.75	5.0
	20711	1.0	2.0
	20841	1.0	2.0
	20851	1.0	1.0
	20941	1.0	5.0
	21031	0.857142857143	4.0
	21141	1.0	1.0
	21341	1.0	5.0
	21411	1.0	5.0
	21501	1.0	1.0
	21731	1.0	1.0
	21831	1.0	5.0
	21931	1.0	5.0
	22031	1.0	4.0
	22131	1.0	5.0
	22231	1.0	5.0
	22331	1.0	5.0
	22431	1.0	1.0
	22531	1.0	5.0
	22631	1.0	1.0
	22731	1.0	2.0
	22831	1.0	5.0
	22931	1.0	5.0
	23031	1.0	3.0
	23131	0.909090909091	5.0
	23241	1.0	3.0
	23341	1.0	1.0
	30251	1.0	3.0
	30351	0.833333333333	5.0
	30451	1.0	1.0
	30551	1.0	1.0
	30651	1.0	1.0
	30751	0.8	2.0
	30851	0.0	0.0
	31051	1.0	2.0
	31131	0.833333333333	5.0
	31301	1.0	2.0
	40031	1.0	2.0
	40231	1.0	4.0
	40331	1.0	3.0
	50031	0.833333333333	1.0
	50131	1.0	4.0
	50331	1.0	1.0
	50431	0.833333333333	5.0
	50531	1.0	2.0
	60001	1.0	1.0
	60201	1.0	5.0
	60331	1.0	5.0
	60431	0.0	0.0
	60531	1.0	5.0
	60631	1.0	5.0
	60731	1.0	5.0
	60831	1.0	5.0
	60931	1.0	1.0
	61031	0.0	0.0
	61131	1.0	5.0
	61231	1.0	5.0
	61331	1.0	5.0
	61431	1.0	1.0
	61531	1.0	5.0
	61631	1.0	1.0
	61731	1.0	5.0
	61831	1.0	5.0
	61931	1.0	2.0
	62031	1.0	3.0
	62131	0.8	3.0
	62231	1.0	3.0

2016-08-18 23:10:46 Round: 5
	avg_PRR: 0.987270376315	stdev: 0.0443093720916
	isolated: 0
	avg_prnt_set_size: 2.90322580645	stdev: 1.72311618271
	shortcut_count: 12
	shortcut_ratio: 0.130434782609

	node	PRR	prnt_size
	10011	1.0	1.0
	10101	1.0	1.0
	10201	1.0	1.0
	10301	1.0	1.0
	10401	1.0	2.0
	10501	1.0	2.0
	10601	1.0	2.0
	10701	1.0	1.0
	10801	1.0	2.0
	10911	1.0	2.0
	11001	1.0	4.0
	11101	1.0	1.0
	11201	1.0	3.0
	11301	1.0	1.0
	11401	1.0	1.0
	11501	1.0	1.0
	11601	1.0	4.0
	11801	1.0	3.0
	20031	1.0	4.0
	20141	1.0	2.0
	20151	1.0	5.0
	20251	1.0	4.0
	20301	1.0	5.0
	20441	1.0	1.0
	20541	1.0	1.0
	20641	0.833333333333	5.0
	20711	1.0	2.0
	20841	1.0	2.0
	20851	1.0	1.0
	20941	1.0	5.0
	21031	0.875	4.0
	21141	1.0	1.0
	21341	1.0	5.0
	21411	1.0	5.0
	21501	1.0	1.0
	21731	0.777777777778	5.0
	21831	0.833333333333	5.0
	21931	1.0	5.0
	22031	1.0	4.0
	22131	1.0	5.0
	22231	0.833333333333	5.0
	22331	1.0	5.0
	22431	1.0	1.0
	22531	1.0	5.0
	22631	1.0	1.0
	22731	1.0	2.0
	22831	1.0	5.0
	22931	1.0	5.0
	23031	1.0	3.0
	23131	1.0	4.0
	23241	1.0	3.0
	23341	1.0	2.0
	30251	1.0	3.0
	30351	1.0	5.0
	30451	1.0	1.0
	30551	1.0	1.0
	30651	1.0	1.0
	30751	1.0	3.0
	30851	0.0	0.0
	31051	1.0	2.0
	31131	1.0	5.0
	31301	1.0	2.0
	40031	1.0	2.0
	40231	1.0	4.0
	40331	1.0	3.0
	50031	1.0	2.0
	50131	1.0	3.0
	50331	1.0	1.0
	50431	1.0	5.0
	50531	1.0	2.0
	60001	1.0	1.0
	60201	1.0	5.0
	60331	1.0	5.0
	60431	0.0	0.0
	60531	0.857142857143	5.0
	60631	1.0	5.0
	60731	1.0	5.0
	60831	1.0	5.0
	60931	1.0	1.0
	61031	0.0	0.0
	61131	1.0	5.0
	61231	0.857142857143	5.0
	61331	1.0	5.0
	61431	1.0	1.0
	61531	1.0	5.0
	61631	1.0	1.0
	61731	1.0	5.0
	61831	1.0	5.0
	61931	1.0	2.0
	62031	1.0	2.0
	62131	1.0	3.0
	62231	1.0	3.0

2016-08-19 01:11:18 Round: 6
	avg_PRR: 0.986409844837	stdev: 0.0468180386502
	isolated: 0
	avg_prnt_set_size: 2.89247311828	stdev: 1.72559707972
	shortcut_count: 18
	shortcut_ratio: 0.195652173913

	node	PRR	prnt_size
	10011	1.0	1.0
	10101	1.0	1.0
	10201	1.0	1.0
	10301	1.0	1.0
	10401	1.0	2.0
	10501	1.0	2.0
	10601	1.0	2.0
	10701	1.0	1.0
	10801	1.0	2.0
	10911	1.0	2.0
	11001	1.0	4.0
	11101	1.0	1.0
	11201	1.0	4.0
	11301	1.0	1.0
	11401	1.0	2.0
	11501	1.0	1.0
	11601	0.8	4.0
	11801	0.833333333333	3.0
	20031	1.0	4.0
	20141	1.0	2.0
	20151	1.0	5.0
	20251	1.0	4.0
	20301	1.0	5.0
	20441	1.0	1.0
	20541	1.0	1.0
	20641	1.0	5.0
	20711	1.0	3.0
	20841	1.0	2.0
	20851	1.0	1.0
	20941	0.857142857143	5.0
	21031	0.8	4.0
	21141	1.0	1.0
	21341	1.0	5.0
	21411	1.0	5.0
	21501	1.0	1.0
	21731	1.0	5.0
	21831	1.0	5.0
	21931	1.0	5.0
	22031	1.0	5.0
	22131	1.0	5.0
	22231	1.0	1.0
	22331	1.0	5.0
	22431	1.0	1.0
	22531	1.0	5.0
	22631	1.0	1.0
	22731	1.0	2.0
	22831	1.0	5.0
	22931	1.0	5.0
	23031	1.0	3.0
	23131	1.0	4.0
	23241	1.0	3.0
	23341	1.0	2.0
	30251	0.833333333333	3.0
	30351	0.833333333333	5.0
	30451	1.0	1.0
	30551	1.0	1.0
	30651	1.0	1.0
	30751	1.0	2.0
	30851	0.0	0.0
	31051	1.0	2.0
	31131	1.0	5.0
	31301	1.0	2.0
	40031	1.0	2.0
	40231	1.0	4.0
	40331	1.0	3.0
	50031	1.0	2.0
	50131	1.0	3.0
	50331	1.0	1.0
	50431	1.0	5.0
	50531	1.0	2.0
	60001	0.833333333333	1.0
	60201	1.0	5.0
	60331	1.0	5.0
	60431	0.0	0.0
	60531	1.0	5.0
	60631	1.0	5.0
	60731	1.0	5.0
	60831	1.0	5.0
	60931	1.0	1.0
	61031	0.0	0.0
	61131	1.0	5.0
	61231	1.0	5.0
	61331	1.0	5.0
	61431	1.0	1.0
	61531	1.0	5.0
	61631	1.0	1.0
	61731	1.0	5.0
	61831	1.0	5.0
	61931	1.0	2.0
	62031	1.0	2.0
	62131	1.0	3.0
	62231	1.0	3.0

2016-08-19 03:11:26 Round: 7
	avg_PRR: 0.979956872092	stdev: 0.0599753239884
	isolated: 0
	avg_prnt_set_size: 2.88172043011	stdev: 1.77103008945
	shortcut_count: 21
	shortcut_ratio: 0.228260869565

	node	PRR	prnt_size
	10011	1.0	1.0
	10101	1.0	1.0
	10201	1.0	1.0
	10301	1.0	1.0
	10401	1.0	2.0
	10501	1.0	2.0
	10601	1.0	1.0
	10701	1.0	1.0
	10801	1.0	2.0
	10911	1.0	2.0
	11001	1.0	4.0
	11101	1.0	1.0
	11201	1.0	4.0
	11301	1.0	1.0
	11401	1.0	2.0
	11501	1.0	1.0
	11601	0.888888888889	5.0
	11801	1.0	3.0
	20031	1.0	4.0
	20141	1.0	2.0
	20151	1.0	5.0
	20251	1.0	5.0
	20301	1.0	5.0
	20441	1.0	1.0
	20541	1.0	1.0
	20641	1.0	5.0
	20711	1.0	3.0
	20841	1.0	2.0
	20851	1.0	1.0
	20941	1.0	5.0
	21031	1.0	4.0
	21141	1.0	1.0
	21341	1.0	5.0
	21411	1.0	5.0
	21501	1.0	1.0
	21731	1.0	1.0
	21831	1.0	5.0
	21931	1.0	5.0
	22031	1.0	5.0
	22131	0.8	5.0
	22231	1.0	1.0
	22331	1.0	5.0
	22431	1.0	1.0
	22531	1.0	5.0
	22631	1.0	1.0
	22731	1.0	2.0
	22831	0.909090909091	5.0
	22931	0.818181818182	5.0
	23031	1.0	3.0
	23131	1.0	4.0
	23241	0.833333333333	3.0
	23341	1.0	2.0
	30251	1.0	2.0
	30351	0.8	5.0
	30451	1.0	1.0
	30551	0.666666666667	1.0
	30651	0.833333333333	1.0
	30751	1.0	3.0
	30851	0.0	0.0
	31051	1.0	2.0
	31131	1.0	5.0
	31301	1.0	2.0
	40031	1.0	3.0
	40231	1.0	4.0
	40331	1.0	3.0
	50031	0.833333333333	1.0
	50131	1.0	5.0
	50331	1.0	1.0
	50431	1.0	5.0
	50531	1.0	2.0
	60001	1.0	1.0
	60201	1.0	5.0
	60331	1.0	5.0
	60431	0.0	0.0
	60531	1.0	5.0
	60631	1.0	5.0
	60731	1.0	5.0
	60831	1.0	5.0
	60931	1.0	1.0
	61031	0.0	0.0
	61131	1.0	5.0
	61231	1.0	5.0
	61331	1.0	5.0
	61431	1.0	1.0
	61531	1.0	5.0
	61631	1.0	1.0
	61731	1.0	5.0
	61831	1.0	5.0
	61931	1.0	2.0
	62031	1.0	2.0
	62131	1.0	3.0
	62231	0.833333333333	3.0

2016-08-19 05:11:37 Round: 8
	avg_PRR: 0.984951845907	stdev: 0.0583763796554
	isolated: 0
	avg_prnt_set_size: 2.95698924731	stdev: 1.77748147606
	shortcut_count: 17
	shortcut_ratio: 0.184782608696

	node	PRR	prnt_size
	10011	1.0	1.0
	10101	1.0	1.0
	10201	1.0	1.0
	10301	1.0	1.0
	10401	1.0	2.0
	10501	1.0	2.0
	10601	1.0	1.0
	10701	1.0	1.0
	10801	1.0	2.0
	10911	1.0	2.0
	11001	1.0	4.0
	11101	1.0	1.0
	11201	1.0	4.0
	11301	1.0	1.0
	11401	1.0	2.0
	11501	1.0	1.0
	11601	0.833333333333	5.0
	11801	0.833333333333	3.0
	20031	0.833333333333	5.0
	20141	1.0	2.0
	20151	1.0	5.0
	20251	1.0	5.0
	20301	1.0	5.0
	20441	1.0	1.0
	20541	1.0	1.0
	20641	1.0	5.0
	20711	1.0	3.0
	20841	1.0	2.0
	20851	1.0	1.0
	20941	1.0	5.0
	21031	0.571428571429	4.0
	21141	1.0	5.0
	21341	1.0	5.0
	21411	1.0	5.0
	21501	1.0	1.0
	21731	1.0	1.0
	21831	1.0	5.0
	21931	1.0	5.0
	22031	1.0	5.0
	22131	1.0	5.0
	22231	1.0	1.0
	22331	1.0	5.0
	22431	1.0	1.0
	22531	1.0	5.0
	22631	1.0	1.0
	22731	1.0	2.0
	22831	1.0	5.0
	22931	1.0	5.0
	23031	1.0	3.0
	23131	1.0	5.0
	23241	1.0	3.0
	23341	1.0	2.0
	30251	1.0	3.0
	30351	1.0	5.0
	30451	1.0	1.0
	30551	0.857142857143	1.0
	30651	1.0	1.0
	30751	1.0	3.0
	30851	0.0	0.0
	31051	1.0	2.0
	31131	1.0	5.0
	31301	1.0	2.0
	40031	1.0	3.0
	40231	1.0	4.0
	40331	1.0	3.0
	50031	1.0	1.0
	50131	1.0	4.0
	50331	1.0	1.0
	50431	0.857142857143	5.0
	50531	1.0	2.0
	60001	1.0	1.0
	60201	1.0	5.0
	60331	1.0	5.0
	60431	0.0	0.0
	60531	1.0	5.0
	60631	1.0	5.0
	60731	1.0	5.0
	60831	1.0	5.0
	60931	1.0	1.0
	61031	0.0	0.0
	61131	1.0	5.0
	61231	1.0	5.0
	61331	1.0	5.0
	61431	1.0	1.0
	61531	1.0	5.0
	61631	1.0	1.0
	61731	1.0	5.0
	61831	1.0	5.0
	61931	1.0	2.0
	62031	1.0	3.0
	62131	0.875	3.0
	62231	1.0	3.0

2016-08-19 07:12:10 Round: 9
	avg_PRR: 0.998127340824	stdev: 0.0175671002241
	isolated: 0
	avg_prnt_set_size: 2.96774193548	stdev: 1.79276690641
	shortcut_count: 20
	shortcut_ratio: 0.217391304348

	node	PRR	prnt_size
	10011	1.0	1.0
	10101	1.0	1.0
	10201	1.0	1.0
	10301	1.0	1.0
	10401	1.0	2.0
	10501	1.0	2.0
	10601	1.0	1.0
	10701	1.0	1.0
	10801	1.0	2.0
	10911	1.0	3.0
	11001	1.0	4.0
	11101	1.0	1.0
	11201	1.0	4.0
	11301	1.0	1.0
	11401	1.0	2.0
	11501	1.0	1.0
	11601	1.0	5.0
	11801	1.0	3.0
	20031	1.0	5.0
	20141	1.0	2.0
	20151	1.0	5.0
	20251	1.0	5.0
	20301	1.0	5.0
	20441	1.0	1.0
	20541	1.0	1.0
	20641	1.0	5.0
	20711	1.0	3.0
	20841	1.0	2.0
	20851	1.0	1.0
	20941	0.833333333333	5.0
	21031	1.0	4.0
	21141	1.0	5.0
	21341	1.0	5.0
	21411	0.0	0.0
	21501	1.0	1.0
	21731	1.0	1.0
	21831	1.0	5.0
	21931	1.0	5.0
	22031	1.0	5.0
	22131	1.0	5.0
	22231	1.0	1.0
	22331	1.0	1.0
	22431	1.0	1.0
	22531	1.0	5.0
	22631	1.0	1.0
	22731	1.0	2.0
	22831	1.0	5.0
	22931	1.0	5.0
	23031	1.0	3.0
	23131	1.0	5.0
	23241	1.0	3.0
	23341	1.0	2.0
	30251	1.0	3.0
	30351	1.0	5.0
	30451	1.0	5.0
	30551	1.0	1.0
	30651	1.0	1.0
	30751	1.0	3.0
	30851	1.0	1.0
	31051	1.0	1.0
	31131	1.0	5.0
	31301	1.0	2.0
	40031	1.0	3.0
	40231	1.0	4.0
	40331	1.0	3.0
	50031	1.0	1.0
	50131	1.0	5.0
	50331	1.0	1.0
	50431	1.0	5.0
	50531	1.0	2.0
	60001	1.0	5.0
	60201	1.0	5.0
	60331	1.0	5.0
	60431	0.0	0.0
	60531	1.0	5.0
	60631	1.0	5.0
	60731	1.0	5.0
	60831	1.0	5.0
	60931	1.0	1.0
	61031	0.0	0.0
	61131	1.0	5.0
	61231	1.0	5.0
	61331	1.0	5.0
	61431	1.0	1.0
	61531	1.0	5.0
	61631	1.0	1.0
	61731	1.0	5.0
	61831	1.0	5.0
	61931	1.0	2.0
	62031	1.0	3.0
	62131	1.0	3.0
	62231	1.0	3.0

2016-08-19 09:12:31 Round: 10
	avg_PRR: 0.988322227086	stdev: 0.0388320230589
	isolated: 0
	avg_prnt_set_size: 2.93548387097	stdev: 1.77683088438
	shortcut_count: 16
	shortcut_ratio: 0.173913043478

	node	PRR	prnt_size
	10011	1.0	1.0
	10101	1.0	1.0
	10201	1.0	1.0
	10301	1.0	1.0
	10401	1.0	2.0
	10501	1.0	2.0
	10601	1.0	1.0
	10701	1.0	1.0
	10801	1.0	2.0
	10911	1.0	2.0
	11001	1.0	4.0
	11101	1.0	1.0
	11201	1.0	4.0
	11301	1.0	1.0
	11401	1.0	2.0
	11501	1.0	1.0
	11601	1.0	5.0
	11801	1.0	3.0
	20031	1.0	5.0
	20141	1.0	2.0
	20151	1.0	5.0
	20251	1.0	5.0
	20301	1.0	5.0
	20441	1.0	1.0
	20541	1.0	1.0
	20641	1.0	5.0
	20711	1.0	3.0
	20841	1.0	2.0
	20851	1.0	1.0
	20941	0.833333333333	5.0
	21031	0.875	4.0
	21141	1.0	5.0
	21341	0.944444444444	5.0
	21411	0.0	0.0
	21501	1.0	1.0
	21731	1.0	1.0
	21831	1.0	5.0
	21931	1.0	5.0
	22031	1.0	5.0
	22131	1.0	5.0
	22231	1.0	1.0
	22331	1.0	1.0
	22431	1.0	1.0
	22531	1.0	5.0
	22631	1.0	1.0
	22731	1.0	2.0
	22831	0.909090909091	5.0
	22931	1.0	5.0
	23031	1.0	3.0
	23131	1.0	5.0
	23241	1.0	3.0
	23341	1.0	2.0
	30251	1.0	2.0
	30351	1.0	5.0
	30451	1.0	5.0
	30551	1.0	1.0
	30651	1.0	1.0
	30751	0.857142857143	2.0
	30851	1.0	2.0
	31051	1.0	1.0
	31131	1.0	5.0
	31301	1.0	3.0
	40031	1.0	3.0
	40231	1.0	4.0
	40331	1.0	3.0
	50031	1.0	1.0
	50131	0.833333333333	3.0
	50331	1.0	1.0
	50431	1.0	5.0
	50531	1.0	2.0
	60001	1.0	5.0
	60201	0.833333333333	5.0
	60331	1.0	5.0
	60431	0.0	0.0
	60531	1.0	5.0
	60631	1.0	5.0
	60731	1.0	5.0
	60831	1.0	5.0
	60931	1.0	1.0
	61031	0.0	0.0
	61131	1.0	5.0
	61231	1.0	5.0
	61331	1.0	5.0
	61431	1.0	1.0
	61531	1.0	5.0
	61631	1.0	1.0
	61731	1.0	5.0
	61831	1.0	5.0
	61931	1.0	2.0
	62031	1.0	3.0
	62131	0.875	3.0
	62231	1.0	3.0

2016-08-19 11:12:56 Round: 11
	avg_PRR: 0.972799422799	stdev: 0.0754322017023
	isolated: 0
	avg_prnt_set_size: 2.95698924731	stdev: 1.78953936822
	shortcut_count: 11
	shortcut_ratio: 0.119565217391

	node	PRR	prnt_size
	10011	1.0	1.0
	10101	0.833333333333	1.0
	10201	1.0	1.0
	10301	1.0	1.0
	10401	1.0	1.0
	10501	1.0	2.0
	10601	1.0	5.0
	10701	1.0	1.0
	10801	1.0	3.0
	10911	1.0	2.0
	11001	1.0	3.0
	11101	1.0	1.0
	11201	1.0	4.0
	11301	1.0	1.0
	11401	1.0	2.0
	11501	1.0	1.0
	11601	0.857142857143	4.0
	11801	1.0	3.0
	20031	1.0	5.0
	20141	1.0	1.0
	20151	1.0	5.0
	20251	1.0	4.0
	20301	1.0	4.0
	20441	1.0	1.0
	20541	1.0	1.0
	20641	1.0	5.0
	20711	1.0	3.0
	20841	1.0	2.0
	20851	1.0	1.0
	20941	0.833333333333	5.0
	21031	0.8	4.0
	21141	0.944444444444	5.0
	21341	1.0	5.0
	21411	0.0	0.0
	21501	1.0	1.0
	21731	1.0	5.0
	21831	1.0	5.0
	21931	0.8	5.0
	22031	0.833333333333	5.0
	22131	1.0	5.0
	22231	1.0	1.0
	22331	1.0	5.0
	22431	1.0	1.0
	22531	1.0	5.0
	22631	1.0	1.0
	22731	1.0	2.0
	22831	1.0	5.0
	22931	1.0	5.0
	23031	1.0	3.0
	23131	1.0	4.0
	23241	1.0	3.0
	23341	1.0	1.0
	30251	1.0	3.0
	30351	0.5	5.0
	30451	0.857142857143	5.0
	30551	1.0	1.0
	30651	1.0	1.0
	30751	1.0	3.0
	30851	0.0	0.0
	31051	1.0	1.0
	31131	1.0	5.0
	31301	1.0	2.0
	40031	1.0	3.0
	40231	1.0	3.0
	40331	1.0	2.0
	50031	1.0	1.0
	50131	0.833333333333	4.0
	50331	1.0	1.0
	50431	1.0	5.0
	50531	1.0	2.0
	60001	1.0	5.0
	60201	1.0	5.0
	60331	1.0	5.0
	60431	0.0	0.0
	60531	1.0	5.0
	60631	0.857142857143	5.0
	60731	1.0	5.0
	60831	1.0	5.0
	60931	1.0	1.0
	61031	0.0	0.0
	61131	1.0	5.0
	61231	1.0	5.0
	61331	1.0	5.0
	61431	0.857142857143	1.0
	61531	1.0	5.0
	61631	1.0	1.0
	61731	1.0	5.0
	61831	1.0	5.0
	61931	1.0	2.0
	62031	1.0	2.0
	62131	0.8	3.0
	62231	1.0	3.0

2016-08-19 13:13:15 Round: 12
	avg_PRR: 0.979783390629	stdev: 0.0762860109654
	isolated: 0
